PCS length (L),Number of PCS of Length L
0,0
1,40540001
2,30985851
3,23797035
4,18397231
5,14326717
6,10944717
7,8553815
8,6822852
9,5278836
10,4169595
11,3390621
12,2627676
13,2107941
14,1751030
15,1358673
16,1097692
17,935918
18,725165
19,593386
20,521816
21,402583
22,335483
23,304895
24,233513
25,197382
26,186656
27,141928
28,122025
29,120243
30,90387
31,78535
32,80668
33,59699
34,52964
35,55891
36,41656
37,37132
38,40628
39,30101
40,26890
41,30296
42,21919
43,20306
44,23009
45,16656
46,15386
47,17849
48,13062
49,12206
50,13999
51,10215
52,9539
53,11201
54,8347
55,7701
56,9132
57,6534
58,6281
59,7477
60,5565
61,5169
62,6159
63,4548
64,4298
65,5134
66,3704
67,3662
68,4187
69,3237
70,3051
71,3505
72,2650
73,2600
74,2995
75,2427
76,2256
77,2611
78,2044
79,1894
80,2223
81,1765
82,1714
83,1918
84,1511
85,1512
86,1691
87,1378
88,1291
89,1444
90,1181
91,1162
92,1296
93,1064
94,1035
95,1104
96,964
97,853
98,986
99,818
100,757
101,767
102,689
103,680
104,786
105,649
106,540
107,726
108,581
109,539
110,575
111,561
112,526
113,567
114,507
115,448
116,523
117,438
118,448
119,462
120,412
121,367
122,409
123,380
124,363
125,383
126,327
127,319
128,320
129,301
130,315
131,334
132,279
133,266
134,290
135,277
136,247
137,278
138,241
139,238
140,279
141,200
142,222
143,222
144,186
145,191
146,214
147,184
148,195
149,185
150,165
151,159
152,174
153,166
154,157
155,156
156,161
157,147
158,163
159,136
160,144
161,152
162,131
163,108
164,126
165,115
166,118
167,119
168,111
169,111
170,102
171,109
172,109
173,117
174,96
175,94
176,102
177,89
178,92
179,91
180,94
181,80
182,113
183,84
184,96
185,73
186,94
187,91
188,75
189,67
190,70
191,59
192,80
193,62
194,73
195,56
196,68
197,73
198,78
199,55
200,55
201,71
202,43
203,67
204,52
205,39
206,54
207,51
208,48
209,55
210,40
211,48
212,53
213,45
214,43
215,39
216,41
217,45
218,46
219,49
220,36
221,52
222,40
223,43
224,36
225,35
226,33
227,35
228,40
229,39
230,23
231,36
232,39
233,21
234,21
235,28
236,28
237,33
238,33
239,35
240,24
241,28
242,31
243,25
244,33
245,25
246,28
247,26
248,30
249,26
250,32
251,17
252,33
253,22
254,16
255,18
256,18
257,21
258,28
259,26
260,17
261,23
262,23
263,27
264,23
265,24
266,23
267,20
268,18
269,14
270,22
271,22
272,20
273,18
274,13
275,17
276,11
277,18
