PCS length (L),Number of PCS of Length L
0,0
1,61785007
2,47059768
3,36337900
4,27975402
5,21630500
6,16571509
7,12899483
8,10205000
9,7931919
10,6229744
11,5003669
12,3896338
13,3104661
14,2538295
15,1982989
16,1590189
17,1328420
18,1035800
19,840441
20,721349
21,562068
22,464150
23,408639
24,316622
25,264497
26,242155
27,187119
28,158601
29,150541
30,115091
31,99023
32,97855
33,73983
34,65051
35,66099
36,50312
37,44423
38,46856
39,35506
40,31470
41,34448
42,25512
43,23325
44,25733
45,18855
46,17465
47,19690
48,14714
49,13663
50,15234
51,11295
52,10490
53,12222
54,9148
55,8445
56,9881
57,7231
58,6871
59,8087
60,6062
61,5638
62,6656
63,4966
64,4703
65,5478
66,4011
67,3989
68,4479
69,3517
70,3324
71,3722
72,2872
73,2865
74,3220
75,2613
76,2451
77,2821
78,2214
79,2043
80,2377
81,1923
82,1876
83,2071
84,1667
85,1618
86,1819
87,1497
88,1383
89,1536
90,1270
91,1222
92,1378
93,1136
94,1106
95,1155
96,1031
97,921
98,1047
99,873
100,819
101,841
102,743
103,721
104,840
105,700
106,582
107,794
108,642
109,591
110,604
111,598
112,573
113,595
114,550
115,482
116,546
117,461
118,471
119,486
120,442
121,402
122,451
123,407
124,376
125,406
126,344
127,334
128,321
129,320
130,336
131,360
132,302
133,293
134,300
135,288
136,264
137,302
138,258
139,247
140,300
141,216
142,228
143,240
144,221
145,209
146,225
147,207
148,209
149,206
150,184
151,167
152,186
153,165
154,170
155,163
156,181
157,157
158,178
159,140
160,152
161,160
162,139
163,119
164,124
165,121
166,123
167,126
168,121
169,116
170,112
171,117
172,114
173,125
174,116
175,104
176,107
177,94
178,90
179,92
180,103
181,92
182,113
183,84
184,103
185,81
186,104
187,98
188,82
189,70
190,76
191,61
192,84
193,63
194,69
195,62
196,74
197,78
198,85
199,58
200,57
201,74
202,49
203,73
204,57
205,42
206,57
207,59
208,51
209,59
210,47
211,50
212,56
213,48
214,51
215,49
216,38
217,45
218,43
219,53
220,32
221,55
222,40
223,45
224,34
225,37
226,36
227,39
228,41
229,41
230,25
231,34
232,40
233,26
234,21
235,34
236,30
237,34
238,36
239,36
240,25
241,31
242,32
243,27
244,32
245,28
246,30
247,36
248,32
249,28
250,34
251,17
252,36
253,25
254,20
255,17
256,20
257,23
258,27
259,31
260,20
261,24
262,19
263,31
264,22
265,24
266,22
267,20
268,19
269,18
270,20
271,22
272,24
273,18
274,14
275,13
276,13
277,20
278,22
279,16
280,18
281,17
282,18
283,17
284,16
285,23
286,15
287,13
288,14
289,8
290,13
291,15
292,13
293,12
294,14
295,9
296,13
297,12
298,12
299,13
300,16
301,14
302,13
303,10
304,9
305,13
306,11
307,16
308,10
309,18
310,13
311,14
312,10
313,10
314,9
315,4
316,10
317,8
318,16
319,11
320,7
321,5
322,13
323,9
324,11
325,9
326,10
327,8
328,10
329,8
330,6
331,4
332,12
333,11
334,7
335,16
336,6
337,13
