PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,51277
21,48145
22,44902
23,43383
24,40570
25,37685
26,35986
27,34057
28,31835
29,30803
30,28400
31,26894
32,25354
33,24029
34,22740
35,21274
36,20612
37,19264
38,18350
39,17360
40,16329
41,15952
42,14704
43,14116
44,13678
45,12893
46,12043
47,11541
48,10781
49,10638
50,10221
51,9590
52,9138
53,8861
54,8189
55,7882
56,7574
57,7257
58,6853
59,6509
60,6137
61,5966
62,5576
63,5270
64,5137
65,5090
66,4741
67,4577
68,4339
69,4081
70,3929
71,3705
72,3550
73,3417
74,3252
75,3128
76,2970
77,2873
78,2731
79,2588
80,2499
81,2373
82,2257
83,2095
84,2019
85,2014
86,1877
87,1788
88,1874
89,1680
90,1619
91,1550
92,1548
93,1343
94,1456
95,1295
96,1204
97,1251
98,1122
99,1087
100,1125
101,996
102,1063
103,912
104,947
105,955
106,855
107,778
108,765
109,721
110,735
111,709
112,660
113,646
114,660
115,669
116,532
117,542
118,508
119,514
120,486
121,490
122,498
123,426
124,401
125,449
126,377
127,374
128,377
129,339
130,358
131,326
132,325
133,305
134,296
135,283
136,245
137,247
138,255
139,239
140,232
141,233
142,204
143,230
144,194
145,191
146,198
147,186
148,185
149,191
150,166
151,186
152,172
153,155
154,161
155,154
156,126
157,118
158,103
159,137
160,118
161,124
162,131
163,111
164,106
165,116
166,85
167,107
168,98
169,93
170,110
171,84
172,90
173,89
174,86
175,68
176,79
177,64
178,74
179,85
180,72
181,56
182,73
183,69
184,52
185,78
186,67
187,55
188,50
189,70
190,66
191,59
192,47
193,49
194,37
195,40
196,56
197,37
198,45
199,46
200,41
201,36
202,37
203,32
204,34
205,34
206,46
207,33
208,32
209,32
210,36
211,29
212,30
213,30
214,25
215,31
216,28
217,25
218,26
219,27
220,31
221,25
222,22
223,29
224,15
225,21
226,23
227,23
228,25
229,16
230,21
231,20
232,12
233,18
234,14
235,22
236,19
237,22
238,12
239,19
240,16
241,18
242,12
243,11
244,13
245,18
246,18
247,10
248,19
249,19
250,16
251,12
252,12
253,9
254,9
255,11
256,19
257,2
258,13
259,10
260,13
261,11
262,9
263,9
264,6
265,14
266,7
267,8
268,11
269,9
270,7
271,10
272,7
273,6
274,5
275,14
276,7
277,9
278,11
279,6
280,8
281,8
282,6
283,5
284,4
285,5
286,8
287,13
288,4
289,6
290,7
291,10
292,5
293,3
294,7
295,7
296,3
297,3
298,0
299,4
300,7
301,8
302,3
303,2
304,6
305,5
306,11
307,4
308,2
309,6
310,4
311,5
312,6
313,0
314,1
315,4
316,6
317,3
318,3
319,4
320,7
321,6
322,7
323,4
324,3
325,3
326,0
327,3
328,4
329,3
330,4
331,3
332,1
333,2
334,2
335,1
336,6
337,4
338,4
339,2
340,2
341,3
342,1
343,2
344,2
345,4
346,1
347,0
348,1
349,1
350,2
351,1
352,3
353,3
354,2
355,4
356,1
357,1
358,1
359,1
360,4
361,0
362,1
363,3
364,1
365,2
366,1
367,1
368,0
369,0
370,0
371,5
372,0
373,0
374,2
375,3
376,3
377,2
378,1
379,4
380,3
381,0
382,1
383,1
384,0
385,0
386,0
387,0
388,1
389,1
390,1
391,0
392,1
393,3
394,3
395,1
396,2
397,1
398,1
399,3
400,1
401,1
402,3
403,3
404,0
405,1
406,1
407,0
408,1
409,1
410,1
411,1
412,2
413,0
414,0
415,1
416,0
417,0
418,0
419,0
420,0
421,1
422,0
423,0
424,0
425,0
426,3
427,1
428,0
429,0
430,3
431,0
432,0
433,0
434,0
435,0
436,2
437,1
438,1
439,1
440,0
441,1
442,1
443,0
444,0
445,1
446,3
447,0
448,0
449,1
450,1
451,1
452,0
453,0
454,0
455,0
456,1
457,1
458,0
459,1
460,0
461,2
462,0
463,1
464,0
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,2
474,0
475,0
476,0
477,1
478,1
479,0
480,0
481,0
482,0
483,0
484,0
485,1
486,0
487,0
488,1
489,0
490,0
491,0
492,2
493,1
494,1
495,1
496,0
497,0
498,2
499,1
500,1
501,3
502,0
503,0
504,0
505,1
506,0
507,0
508,0
