PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,70567
21,70150
22,65509
23,64118
24,60049
25,57390
26,55862
27,55691
28,51662
29,58307
30,49171
31,47510
32,45916
33,44547
34,43515
35,41569
36,40452
37,38728
38,37975
39,36266
40,35532
41,34508
42,33417
43,32686
44,31933
45,30301
46,29650
47,29089
48,28182
49,27685
50,26733
51,25721
52,25145
53,24476
54,23871
55,23174
56,22758
57,22110
58,21212
59,20584
60,20374
61,19710
62,18872
63,18848
64,18221
65,17742
66,17179
67,16724
68,16323
69,15952
70,15296
71,15201
72,14618
73,14189
74,14028
75,13583
76,13181
77,12848
78,12676
79,12015
80,12236
81,11692
82,11328
83,11315
84,10677
85,10307
86,10170
87,10373
88,10015
89,9503
90,9367
91,8880
92,8641
93,8309
94,8522
95,8090
96,8043
97,7756
98,7506
99,7625
100,7291
101,7140
102,6902
103,6645
104,6471
105,6333
106,6153
107,6165
108,5901
109,5794
110,5701
111,5587
112,5476
113,5255
114,5217
115,5065
116,5073
117,4691
118,4643
119,4558
120,4401
121,4354
122,4295
123,4156
124,4266
125,4016
126,3845
127,3731
128,3980
129,3634
130,3581
131,3499
132,3407
133,3336
134,3269
135,3080
136,3109
137,2970
138,2915
139,2937
140,2852
141,2718
142,2742
143,2672
144,2617
145,2451
146,2447
147,2410
148,2349
149,2259
150,2212
151,2242
152,2180
153,2013
154,2076
155,1988
156,1914
157,1939
158,1827
159,1769
160,1852
161,1701
162,1725
163,1768
164,1657
165,1567
166,1539
167,1551
168,1428
169,1482
170,1413
171,1439
172,1378
173,1383
174,1250
175,1347
176,1299
177,1243
178,1194
179,1185
180,1159
181,1210
182,1023
183,1044
184,1098
185,1052
186,1013
187,1031
188,994
189,917
190,959
191,876
192,964
193,875
194,875
195,807
196,832
197,797
198,821
199,771
200,763
201,786
202,777
203,711
204,688
205,670
206,699
207,665
208,675
209,665
210,609
211,562
212,603
213,563
214,576
215,565
216,567
217,551
218,506
219,535
220,528
221,542
222,506
223,508
224,442
225,440
226,487
227,454
228,472
229,382
230,439
231,389
232,344
233,418
234,427
235,379
236,408
237,351
238,391
239,376
240,336
241,317
242,340
243,360
244,299
245,297
246,308
247,288
248,303
249,280
250,300
251,300
252,283
253,268
254,254
255,250
256,269
257,254
258,222
259,256
260,229
261,227
262,231
263,220
264,201
265,234
266,230
267,239
268,217
269,184
270,181
271,200
272,172
273,194
274,167
275,181
276,183
277,175
278,159
279,170
280,198
281,168
282,148
283,133
284,154
285,129
286,133
287,156
288,128
289,156
290,154
291,124
292,141
293,112
294,112
295,125
296,120
297,113
298,114
299,110
300,104
301,117
302,99
303,111
304,102
305,107
306,104
307,95
308,115
309,106
310,89
311,80
312,81
313,83
314,99
315,92
316,82
317,82
318,81
319,72
320,87
321,82
322,69
323,86
324,87
325,80
326,74
327,73
328,70
329,77
330,59
331,65
332,63
333,70
334,65
335,56
336,48
337,62
338,78
339,66
340,57
341,54
342,59
343,51
344,48
345,50
346,36
347,46
348,47
349,54
350,41
351,56
352,43
353,51
354,36
355,49
356,40
357,39
358,47
359,48
360,35
361,45
362,34
363,49
364,31
365,37
366,33
367,37
368,40
369,33
370,26
371,38
372,32
373,44
374,38
375,33
376,22
377,23
378,30
379,44
380,23
381,29
382,28
383,25
384,38
385,30
386,22
387,25
388,26
389,26
390,25
391,22
392,30
393,17
394,31
395,31
396,21
397,26
398,23
399,16
400,21
401,20
402,18
403,33
404,16
405,20
406,17
407,22
408,19
409,25
410,22
411,18
412,20
413,18
414,19
415,18
416,23
417,24
418,17
419,17
420,18
421,13
422,11
423,18
424,17
425,21
426,14
427,12
428,11
429,9
430,5
431,12
432,15
433,18
434,13
435,14
436,13
437,12
438,12
439,18
440,10
441,7
442,16
443,18
444,16
445,13
446,16
447,10
448,13
449,9
450,10
451,7
452,7
453,12
454,9
455,7
456,7
457,10
458,9
459,11
460,8
461,9
462,2
463,5
464,7
465,9
466,11
467,8
468,4
469,4
470,12
471,12
472,12
473,9
474,4
475,8
476,12
477,5
478,4
479,5
480,3
481,7
482,12
483,7
484,4
485,7
486,2
