PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,18644
21,17164
22,15639
23,15081
24,15115
25,10442
26,9630
27,9550
28,8453
29,7716
30,7078
31,6307
32,6928
33,5565
34,5211
35,4809
36,4403
37,4010
38,3841
39,3954
40,3166
41,3054
42,2809
43,2743
44,2431
45,2213
46,1983
47,1877
48,1833
49,2010
50,1661
51,1510
52,1419
53,1231
54,1172
55,1146
56,3910
57,987
58,1110
59,880
60,829
61,1029
62,654
63,631
64,592
65,568
66,557
67,489
68,495
69,475
70,410
71,378
72,383
73,384
74,323
75,336
76,299
77,275
78,260
79,231
80,240
81,235
82,214
83,223
84,181
85,180
86,186
87,157
88,186
89,146
90,135
91,151
92,130
93,116
94,154
95,122
96,125
97,87
98,116
99,93
100,86
101,89
102,103
103,121
104,81
105,75
106,63
107,76
108,65
109,62
110,57
111,50
112,48
113,73
114,56
115,66
116,48
117,38
118,51
119,41
120,50
121,42
122,40
123,48
124,28
125,39
126,36
127,36
128,34
129,37
130,32
131,32
132,26
133,37
134,30
135,29
136,21
137,30
138,32
139,21
140,13
141,27
142,22
143,21
144,19
145,18
146,24
147,11
148,26
149,15
150,17
151,15
152,19
153,16
154,16
155,22
156,16
157,12
158,14
159,12
160,16
161,9
162,13
163,9
164,19
165,15
166,9
167,12
168,7
169,12
170,10
171,10
172,8
173,18
174,6
175,9
176,5
177,2
178,9
179,13
180,12
181,7
182,8
183,6
184,9
185,11
186,6
187,6
188,5
189,4
190,5
191,6
192,3
193,5
194,5
195,7
196,5
197,7
198,4
199,7
200,9
201,4
202,2
203,2
204,8
205,4
206,3
207,6
208,8
209,7
210,4
211,2
212,6
213,5
214,5
215,7
216,2
217,1
218,2
219,4
220,4
221,3
222,4
223,1
224,4
225,3
226,3
227,6
228,5
229,1
230,1
231,6
232,1
233,3
234,5
235,4
236,3
237,0
238,3
239,2
240,0
241,8
242,4
243,1
244,1
245,3
246,3
247,0
248,0
249,2
250,2
251,1
252,0
253,1
254,2
255,4
256,1
257,1
258,2
259,1
260,2
261,2
262,0
263,2
264,0
265,3
266,2
267,2
268,1
269,1
270,3
271,1
272,3
273,2
274,1
275,1
276,0
277,0
278,1
279,2
280,0
281,2
282,1
283,4
284,4
285,2
286,0
287,1
288,0
289,2
290,0
291,1
292,1
293,0
294,1
295,1
296,1
297,2
298,0
299,0
300,1
301,1
302,0
303,2
304,1
305,1
306,1
307,0
308,2
309,0
310,0
311,3
312,0
313,0
314,1
315,1
316,1
317,1
318,2
319,0
320,1
321,0
322,1
323,1
324,0
325,0
326,0
327,2
328,1
329,0
330,1
331,2
332,0
333,0
334,1
335,0
336,0
337,1
338,3
339,1
340,0
341,0
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,0
351,0
352,1
353,0
354,1
355,0
356,0
357,1
358,2
359,0
360,1
361,0
362,0
363,1
364,1
365,2
366,0
367,1
368,1
369,0
370,0
371,0
372,0
373,0
374,1
375,0
376,0
377,0
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,1
394,1
395,0
396,0
397,1
398,0
399,0
400,1
401,0
402,1
403,1
404,0
405,0
406,0
407,1
408,0
409,0
410,1
411,0
412,1
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,1
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,0
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,1
496,1
497,1
498,0
499,1
500,0
501,1
502,0
503,0
504,0
505,0
506,0
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,1
