PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,65645
21,60675
22,55038
23,53348
24,50010
25,47135
26,44894
27,43084
28,40147
29,46143
30,36619
31,34625
32,33377
33,31364
34,30115
35,28221
36,27059
37,25548
38,25093
39,23445
40,22217
41,21349
42,20204
43,19530
44,19100
45,17674
46,17136
47,16344
48,15718
49,15568
50,14567
51,13748
52,13167
53,12791
54,12038
55,11352
56,10887
57,10672
58,9837
59,9842
60,9081
61,8770
62,8432
63,8185
64,7829
65,7704
66,7137
67,6878
68,6594
69,6385
70,6059
71,5862
72,5598
73,5383
74,5168
75,5078
76,4829
77,4639
78,4420
79,4220
80,4158
81,3941
82,3793
83,3668
84,3373
85,3282
86,3178
87,3132
88,2958
89,2860
90,2821
91,2640
92,2539
93,2440
94,2375
95,2235
96,2183
97,2087
98,2018
99,1929
100,1893
101,1750
102,1832
103,1712
104,1594
105,1569
106,1483
107,1450
108,1362
109,1435
110,1359
111,1236
112,1164
113,1189
114,1180
115,1130
116,1044
117,1023
118,947
119,927
120,918
121,831
122,855
123,848
124,792
125,803
126,741
127,728
128,691
129,665
130,650
131,627
132,637
133,589
134,548
135,576
136,541
137,468
138,454
139,481
140,450
141,485
142,440
143,401
144,408
145,369
146,384
147,364
148,378
149,367
150,315
151,337
152,302
153,313
154,315
155,296
156,269
157,272
158,275
159,257
160,222
161,251
162,251
163,209
164,193
165,207
166,190
167,174
168,173
169,197
170,165
171,183
172,189
173,168
174,167
175,173
176,159
177,134
178,125
179,142
180,120
181,129
182,139
183,123
184,136
185,102
186,115
187,110
188,102
189,91
190,109
191,121
192,82
193,99
194,96
195,80
196,94
197,88
198,82
199,91
200,70
201,65
202,83
203,60
204,79
205,71
206,60
207,64
208,69
209,60
210,66
211,49
212,79
213,49
214,58
215,69
216,53
217,34
218,53
219,47
220,43
221,49
222,49
223,42
224,43
225,39
226,45
227,42
228,53
229,39
230,30
231,38
232,31
233,37
234,42
235,42
236,54
237,24
238,27
239,29
240,24
241,33
242,35
243,30
244,38
245,16
246,30
247,20
248,23
249,22
250,27
251,29
252,23
253,13
254,28
255,17
256,20
257,17
258,16
259,20
260,12
261,12
262,23
263,22
264,19
265,16
266,19
267,19
268,18
269,11
270,16
271,14
272,17
273,17
274,9
275,18
276,14
277,13
278,14
279,10
280,17
281,12
282,15
283,19
284,12
285,14
286,15
287,11
288,8
289,14
290,11
291,5
292,16
293,10
294,5
295,12
296,11
297,8
298,7
299,7
300,8
301,14
302,6
303,7
304,5
305,11
306,12
307,10
308,8
309,9
310,8
311,6
312,8
313,6
314,11
315,8
316,10
317,6
318,8
319,5
320,9
321,4
322,11
323,4
324,7
325,9
326,6
327,11
328,4
329,3
330,7
331,6
332,2
333,2
334,6
335,3
336,6
337,10
338,8
339,7
340,3
341,5
342,5
343,7
344,1
345,3
346,7
347,6
348,4
349,2
350,3
351,5
352,7
353,3
354,4
355,3
356,2
357,7
358,3
359,4
360,1
361,0
362,4
363,4
364,3
365,7
366,3
367,4
368,1
369,1
370,4
371,4
372,2
373,2
374,5
375,4
376,5
377,2
378,1
379,2
380,2
381,3
382,3
383,3
384,0
385,1
386,1
387,2
388,2
389,2
390,1
391,2
392,1
393,1
394,2
395,2
396,1
397,2
398,4
399,2
400,0
401,0
402,1
403,3
404,0
405,1
406,0
407,2
408,0
409,2
410,2
411,1
412,3
413,1
414,1
415,0
416,0
417,5
418,3
419,2
420,1
421,1
422,1
423,1
424,0
425,0
426,2
427,2
428,2
429,1
430,2
431,0
432,2
433,3
434,1
435,1
436,2
437,1
438,1
439,2
440,1
441,0
442,0
443,0
444,0
445,3
446,1
447,0
448,4
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,0
457,2
458,0
459,0
460,0
461,2
462,0
463,1
464,2
465,0
466,0
467,0
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,2
476,0
477,1
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,2
488,1
489,1
490,0
491,0
492,2
493,0
494,1
495,0
496,1
497,0
498,0
499,3
500,1
501,1
502,1
503,0
504,0
