PCS length (L),Number of PCS of Length L
0,0
1,118311
2,41250
3,49483
4,58748
5,66843
6,72205
7,75652
8,77729
9,77058
10,76889
11,75382
12,73793
13,71111
14,69073
15,66931
16,64554
17,62099
18,61065
19,58684
20,60473
21,69073
22,63604
23,60601
24,57161
25,55207
26,52470
27,50705
28,53408
29,51219
30,48833
31,47382
32,45068
33,44186
34,42694
35,43942
36,41956
37,41243
38,40183
39,39022
40,37650
41,37179
42,37274
43,36283
44,35693
45,34601
46,33836
47,33347
48,32721
49,32400
50,31439
51,31353
52,30199
53,29734
54,29132
55,28532
56,28112
57,27872
58,27310
59,26607
60,25968
61,25545
62,25441
63,25023
64,24563
65,24040
66,23563
67,23284
68,23087
69,22375
70,22118
71,21652
72,21132
73,20834
74,20516
75,20259
76,20026
77,19508
78,19320
79,19254
80,18848
81,18531
82,17919
83,17563
84,17602
85,16894
86,16780
87,16724
88,16106
89,15987
90,15767
91,15636
92,15159
93,15115
94,14524
95,14547
96,14160
97,14000
98,14064
99,13617
100,13487
101,13130
102,12863
103,12751
104,12629
105,12424
106,12150
107,11976
108,11764
109,11597
110,11185
111,11156
112,10923
113,10792
114,10557
115,10522
116,10360
117,9943
118,10029
119,9953
120,9594
121,9432
122,9363
123,9029
124,9069
125,8786
126,8751
127,8619
128,8201
129,8143
130,8162
131,7964
132,7924
133,7691
134,7556
135,7415
136,7264
137,7096
138,7154
139,6866
140,6664
141,6708
142,6474
143,6437
144,6223
145,6160
146,6058
147,6161
148,5870
149,5871
150,5765
151,5515
152,5428
153,5476
154,5299
155,5238
156,5036
157,4896
158,4983
159,4969
160,4791
161,4737
162,4702
163,4484
164,4590
165,4467
166,4344
167,4177
168,4146
169,4148
170,3969
171,3985
172,3971
173,3793
174,3812
175,3756
176,3670
177,3604
178,3631
179,3508
180,3468
181,3503
182,3265
183,3205
184,3119
185,3217
186,3057
187,2892
188,2901
189,2920
190,2771
191,2781
192,2697
193,2719
194,2683
195,2591
196,2549
197,2429
198,2455
199,2413
200,2402
201,2280
202,2397
203,2232
204,2272
205,2196
206,2142
207,2150
208,2105
209,2063
210,1957
211,1939
212,1871
213,1887
214,1898
215,1829
216,1815
217,1704
218,1703
219,1667
220,1720
221,1631
222,1677
223,1608
224,1501
225,1571
226,1512
227,1452
228,1504
229,1477
230,1472
231,1345
232,1339
233,1353
234,1300
235,1318
236,1235
237,1214
238,1182
239,1141
240,1175
241,1088
242,1185
243,1156
244,1108
245,1070
