PCS length (L),Number of PCS of Length L
0,0
1,2959963
2,2614114
3,2353302
4,2159785
5,2019825
6,1866951
7,1755431
8,1664175
9,1558857
10,1470259
11,1396873
12,1315178
13,1252012
14,1197498
15,1135297
16,1079038
17,1035594
18,978303
19,933789
20,894313
21,849762
22,811028
23,780853
24,739377
25,708832
26,680162
27,646874
28,618326
29,596932
30,566175
31,542468
32,521251
33,497166
34,475740
35,456982
36,436504
37,417061
38,403333
39,384045
40,368284
41,354824
42,339013
43,324525
44,314075
45,298740
46,286375
47,276925
48,263307
49,252818
50,245136
51,234093
52,224569
53,217265
54,206505
55,197929
56,192916
57,183953
58,176198
59,170883
60,162097
61,156452
62,150515
63,145345
64,139556
65,135702
66,128819
67,123366
68,120294
69,114264
70,110229
71,106987
72,101678
73,98084
74,94951
75,90942
76,88275
77,85102
78,81409
79,77973
80,76121
81,72429
82,70226
83,68084
84,64755
85,62788
86,61254
87,58119
88,55765
89,54569
90,52441
91,49789
92,49264
93,46330
94,44839
95,43830
96,41629
97,40519
98,39516
99,37396
100,36142
101,35441
102,33716
103,32751
104,31919
105,30346
106,29430
107,28693
108,27542
109,26419
110,25837
111,24687
112,23684
113,23335
114,22210
115,21627
116,21304
117,20161
118,19639
119,19232
120,18262
121,17509
122,17378
123,16366
124,15851
125,15867
126,14585
127,14455
128,14172
129,13696
130,12983
131,13024
132,12088
133,11710
134,11645
135,11104
136,10563
137,10704
138,10281
139,9917
140,9607
141,9148
142,8817
143,8745
144,8271
145,8142
146,8004
147,7550
148,7483
149,7359
150,7008
151,6893
152,6590
153,6340
154,6246
155,5910
156,5857
157,5462
158,5617
159,5288
160,5244
161,5119
162,4718
163,4799
164,4648
165,4452
166,4210
167,4322
168,4113
169,3886
170,3859
171,3660
172,3614
173,3648
174,3404
175,3321
176,3343
177,3167
178,2919
179,3075
180,2861
181,2817
182,2804
183,2699
184,2595
185,2668
186,2438
187,2347
188,2343
189,2224
190,2211
191,2171
192,2020
193,2025
194,1985
195,1901
196,1882
197,1875
198,1720
199,1723
200,1761
201,1640
202,1661
203,1623
204,1554
205,1488
206,1468
207,1416
208,1408
209,1466
210,1289
211,1273
212,1278
213,1252
214,1221
215,1215
216,1139
217,1099
218,1126
219,979
220,1028
221,1070
222,1061
223,973
224,1002
225,871
226,887
227,865
228,842
229,803
230,814
231,787
232,786
233,771
234,740
235,673
236,764
237,695
238,688
239,654
240,656
241,665
242,647
243,609
244,568
245,601
246,547
247,521
248,587
249,560
250,525
251,566
252,483
253,466
254,482
255,427
256,490
257,472
258,433
259,412
260,401
261,384
262,412
263,394
264,413
265,314
266,384
267,372
268,333
269,343
270,301
271,349
272,330
273,333
274,305
275,306
276,290
277,286
278,282
279,271
280,259
281,259
282,280
283,268
284,265
285,244
286,249
287,265
288,236
289,252
290,262
291,217
292,226
293,229
294,230
295,182
296,226
297,206
298,189
299,213
300,197
301,198
302,182
303,172
304,183
305,187
306,150
307,169
308,173
309,165
310,186
311,181
312,154
313,115
314,154
315,137
316,120
317,148
318,147
319,135
320,145
321,127
322,130
323,121
324,111
325,103
326,113
327,120
328,106
329,125
330,110
331,109
332,118
333,118
334,109
335,89
336,112
337,101
338,110
339,73
340,97
341,98
342,91
343,63
344,96
345,90
346,81
347,81
348,88
349,69
350,99
351,66
352,87
353,68
354,63
355,61
356,77
357,84
358,71
359,74
360,83
361,65
362,53
363,70
364,66
365,60
366,74
367,65
368,58
369,66
370,69
371,60
372,50
373,53
374,52
375,55
376,48
377,65
378,64
379,57
380,46
381,50
382,42
383,43
384,49
385,42
386,43
387,54
388,38
389,41
390,45
391,55
392,26
393,42
394,34
395,54
396,40
397,41
398,47
399,40
400,36
401,37
402,46
403,44
404,31
405,38
406,29
407,32
408,31
409,31
410,36
411,30
412,19
413,28
414,23
415,24
416,40
417,34
418,26
419,16
420,32
421,32
422,46
423,27
424,29
425,24
426,28
427,39
428,35
429,25
430,25
431,25
432,26
433,23
434,20
435,22
436,23
437,17
438,19
439,21
440,21
441,25
442,18
443,19
444,21
445,24
446,25
447,19
448,20
449,21
450,12
451,16
452,22
453,8
454,18
455,18
456,18
457,17
458,12
459,23
460,20
461,13
462,14
463,14
464,18
465,19
466,19
467,15
468,13
469,9
470,17
471,14
472,11
473,21
474,18
475,13
476,9
477,12
478,9
479,13
480,18
481,9
482,12
483,18
484,11
485,15
486,17
487,8
488,12
489,11
490,12
491,12
492,14
493,9
494,18
495,13
496,5
497,10
498,13
499,9
500,16
501,16
502,7
503,14
504,11
505,9
506,8
507,5
508,6
509,8
510,6
511,5
512,5
513,8
514,8
515,8
516,7
517,8
518,14
519,5
520,9
521,8
522,8
523,14
524,9
525,8
526,10
527,12
528,8
529,8
530,7
531,5
532,9
533,5
534,8
535,12
536,3
537,5
538,8
539,9
540,7
541,5
542,11
543,6
544,5
545,2
546,6
547,5
548,6
549,7
550,2
551,7
552,8
553,7
554,3
555,8
556,4
557,6
558,4
559,4
560,2
561,5
562,1
563,3
564,3
565,4
566,5
567,3
568,4
569,7
570,5
571,4
572,3
573,4
574,4
575,9
576,3
577,3
578,6
579,3
580,2
581,6
582,3
583,4
584,3
585,3
586,5
587,7
588,4
589,1
590,4
591,4
592,2
593,2
594,5
595,4
596,3
597,1
598,1
599,4
600,2
601,5
602,3
603,1
604,4
605,3
606,2
607,1
608,1
609,2
610,2
611,1
612,1
613,1
614,5
615,2
616,1
617,3
618,5
619,0
620,3
621,1
622,6
623,6
624,1
625,4
626,1
627,5
628,2
629,0
630,2
631,5
632,1
633,2
634,1
