PCS length (L),Number of PCS of Length L
0,0
1,5934454
2,5124882
3,4763357
4,4280474
5,3965519
6,3695628
7,3493177
8,3269873
9,3066834
10,2889057
11,2740135
12,2571934
13,2456462
14,2347255
15,2245836
16,2133074
17,2024567
18,1921983
19,1837356
20,1765235
21,1685501
22,1614327
23,1546148
24,1459481
25,1396919
26,1340813
27,1283272
28,1226262
29,1179686
30,1129579
31,1084920
32,1032440
33,979724
34,935647
35,899497
36,864558
37,829530
38,799085
39,762335
40,728554
41,701169
42,672389
43,645005
44,621270
45,591909
46,567925
47,545609
48,520548
49,501069
50,482776
51,462965
52,446117
53,431212
54,411769
55,393906
56,380922
57,363791
58,350073
59,336835
60,322074
61,310928
62,299816
63,287893
64,275246
65,266024
66,253907
67,244310
68,235571
69,226032
70,218355
71,210092
72,200951
73,194057
74,187281
75,179316
76,174046
77,167246
78,160405
79,154440
80,149737
81,142955
82,138446
83,133943
84,127941
85,123650
86,119955
87,114922
88,110071
89,107355
90,102568
91,98477
92,96465
93,91672
94,88528
95,85709
96,82327
97,79486
98,77538
99,73237
100,70876
101,68879
102,65871
103,63964
104,61794
105,59194
106,56989
107,55882
108,53553
109,51148
110,49944
111,47985
112,46065
113,45214
114,42944
115,41870
116,40855
117,39262
118,37770
119,36481
120,34894
121,33847
122,32995
123,31231
124,30445
125,30015
126,28294
127,27552
128,26665
129,26005
130,24738
131,24461
132,23101
133,22447
134,22133
135,20860
136,20268
137,19710
138,19095
139,18485
140,17814
141,17198
142,16695
143,16134
144,15756
145,14979
146,14794
147,14104
148,13708
149,13292
150,12969
151,12688
152,12173
153,11664
154,11337
155,10865
156,10665
157,10059
158,10191
159,9676
160,9272
161,9133
162,8669
163,8492
164,8336
165,7937
166,7641
167,7652
168,7391
169,7112
170,6778
171,6551
172,6371
173,6335
174,5982
175,6019
176,5807
177,5562
178,5160
179,5255
180,4948
181,4854
182,4765
183,4548
184,4388
185,4476
186,4185
187,3974
188,3948
189,3887
190,3682
191,3709
192,3470
193,3399
194,3347
195,3262
196,3110
197,3102
198,2932
199,2853
200,2928
201,2734
202,2695
203,2627
204,2541
205,2446
206,2399
207,2275
208,2259
209,2287
210,2088
211,2128
212,2042
213,2023
214,1910
215,1965
216,1841
217,1724
218,1768
219,1611
220,1619
221,1632
222,1631
223,1538
224,1581
225,1398
226,1448
227,1390
228,1298
229,1285
230,1284
231,1251
232,1235
233,1153
234,1124
235,1088
236,1141
237,1087
238,1068
239,1001
240,972
241,979
242,952
243,889
244,856
245,860
246,800
247,798
248,821
249,813
250,803
251,844
252,738
253,666
254,703
255,642
256,674
257,675
258,634
259,573
260,585
261,545
262,588
263,542
264,572
265,466
266,521
267,529
268,504
269,511
270,442
271,479
272,477
273,450
274,420
275,426
276,408
277,402
278,396
279,370
280,385
281,372
282,384
283,371
284,381
285,353
286,345
287,355
288,305
289,332
290,330
291,301
292,299
293,306
