PCS length (L),Number of PCS of Length L
0,0
1,50113923
2,36051990
3,25889278
4,18794494
5,13855762
6,9947809
7,7347893
8,5610533
9,4077213
10,3066479
11,2425935
12,1768036
13,1360115
14,1120744
15,816400
16,637243
17,556212
18,400294
19,321264
20,299092
21,211704
22,174841
23,171744
24,120414
25,102056
26,107120
27,73521
28,63574
29,70674
30,47853
31,42519
32,48752
33,32542
34,29007
35,34399
36,23479
37,20974
38,25679
39,17006
40,15592
41,19231
42,12892
43,11913
44,14887
45,9780
46,9061
47,11485
48,7687
49,7286
50,8913
51,6156
52,5843
53,7250
54,5146
55,4683
56,5738
57,4035
58,3808
59,4801
60,3356
61,3148
62,3824
63,2887
64,2613
65,3117
66,2342
67,2213
68,2707
69,1905
70,1899
71,2237
72,1650
73,1710
74,1876
75,1481
76,1386
77,1628
78,1288
79,1124
80,1408
81,1094
82,1023
83,1154
84,986
85,910
86,1037
87,785
88,812
89,849
90,732
91,687
92,783
93,616
94,605
95,714
96,533
97,565
98,589
99,485
100,460
101,563
102,471
103,442
104,489
105,417
106,448
107,438
108,365
109,368
110,411
111,310
112,348
113,378
114,301
115,303
116,322
117,262
118,284
119,303
120,261
121,245
122,261
123,242
124,194
125,250
126,195
127,209
128,247
129,210
130,201
131,209
132,170
133,169
134,172
135,158
136,179
137,165
138,140
139,145
140,157
141,135
142,125
143,150
144,135
145,125
146,138
147,109
148,111
149,133
150,109
151,97
152,114
153,121
154,101
155,107
156,117
157,94
158,101
159,83
160,96
161,93
162,83
163,89
164,95
165,73
166,79
167,84
168,78
169,67
170,78
171,60
172,67
173,77
174,61
175,55
176,69
177,71
178,59
179,66
180,69
181,62
182,57
183,55
184,56
185,44
186,51
187,44
188,51
189,45
190,49
191,45
192,49
193,37
194,42
195,33
196,48
197,42
198,37
199,38
200,39
201,39
202,39
203,36
204,40
205,35
206,40
207,40
208,38
209,25
210,36
211,36
212,38
213,37
214,32
215,19
216,28
217,27
218,26
219,26
220,29
221,26
222,26
223,22
224,31
225,20
226,27
227,29
228,17
229,33
230,19
231,23
232,18
233,27
234,19
235,15
236,27
237,14
238,20
239,28
240,11
241,19
242,19
243,25
244,14
245,14
246,13
247,17
248,15
249,14
250,14
251,14
252,17
253,15
254,8
255,16
256,15
257,14
258,21
259,18
260,13
261,19
262,15
263,17
264,15
265,13
266,15
267,8
268,13
269,12
270,14
271,11
272,8
273,9
274,11
275,19
276,8
277,18
278,10
279,13
280,7
281,22
282,11
283,9
284,10
285,9
286,10
287,11
288,9
289,12
290,12
291,12
292,9
293,18
294,8
295,7
296,16
297,11
298,13
299,5
300,7
301,7
302,7
303,5
304,1
305,4
306,6
307,7
308,4
309,9
310,12
311,3
312,6
313,10
314,10
315,7
316,6
317,10
318,5
319,9
320,7
321,7
322,4
323,5
324,6
325,8
326,10
327,4
328,1
329,8
330,9
331,3
332,5
333,4
334,1
335,6
336,4
337,3
338,3
339,3
340,3
341,5
342,5
343,8
344,6
345,3
346,5
347,3
348,7
349,4
350,7
351,2
352,4
353,4
354,2
355,3
356,2
357,9
358,5
359,6
360,3
361,4
362,6
363,2
364,4
365,7
366,1
367,4
368,3
369,2
370,2
371,3
372,3
373,1
374,3
375,1
376,2
377,3
378,5
379,0
380,1
381,5
382,3
383,1
384,4
385,3
386,2
387,3
388,2
389,6
390,1
391,1
392,0
393,3
394,7
395,1
396,0
397,5
398,2
399,0
400,0
401,1
402,2
403,1
404,0
405,3
406,0
407,0
408,2
