PCS length (L),Number of PCS of Length L
0,0
1,73826095
2,52919107
3,38097393
4,27535520
5,20153958
6,14442501
7,10599853
8,7980673
9,5809850
10,4339643
11,3374141
12,2470452
13,1886703
14,1517078
15,1112672
16,859725
17,726432
18,528683
19,419359
20,375503
21,269692
22,219610
23,207055
24,147798
25,123410
26,124707
27,87326
28,74822
29,79957
30,55188
31,48710
32,54166
33,36893
34,32611
35,37688
36,26172
37,23243
38,27820
39,18746
40,17207
41,20760
42,14112
43,12972
44,15868
45,10613
46,9848
47,12279
48,8332
49,7900
50,9530
51,6657
52,6276
53,7744
54,5529
55,5084
56,6082
57,4334
58,4115
59,5108
60,3632
61,3392
62,4106
63,3082
64,2809
65,3334
66,2528
67,2383
68,2869
69,2027
70,2033
71,2398
72,1779
73,1869
74,1999
75,1598
76,1490
77,1735
78,1364
79,1226
80,1499
81,1184
82,1107
83,1253
84,1070
85,981
86,1112
87,818
88,870
89,930
90,790
91,716
92,844
93,655
94,656
95,764
96,583
97,608
98,623
99,515
100,511
101,586
102,506
103,467
104,511
105,456
106,476
107,466
108,401
109,389
110,444
111,337
112,371
113,410
114,317
115,327
116,356
117,281
118,298
119,331
120,277
121,255
122,285
123,257
124,216
125,262
126,208
127,213
128,258
129,228
130,213
131,222
132,173
133,172
134,184
135,164
136,185
137,176
138,151
139,152
140,167
141,138
142,131
143,156
144,151
145,134
146,143
147,116
148,122
149,148
150,119
151,109
152,122
153,125
154,105
155,123
156,124
157,105
158,115
159,92
160,91
161,99
162,98
163,94
164,101
165,78
166,87
167,88
168,93
169,78
170,85
171,68
172,74
173,82
174,73
175,57
176,72
177,70
178,64
179,67
180,76
181,67
182,59
183,57
184,59
185,50
186,54
187,50
188,55
189,47
190,51
191,43
192,58
193,41
194,45
195,33
196,44
197,47
198,40
199,46
200,41
201,42
202,42
203,42
204,44
205,40
206,39
207,41
208,40
209,27
210,40
211,38
212,40
213,36
214,34
215,20
216,28
217,33
218,26
219,29
220,30
221,25
222,25
223,25
224,33
225,19
226,28
227,26
228,21
229,31
230,21
231,25
232,18
233,27
234,19
235,15
236,29
237,14
238,23
239,29
240,16
241,21
242,24
243,25
244,15
245,18
246,14
247,18
248,15
249,16
250,14
251,16
252,20
253,15
254,9
255,16
256,15
257,16
258,20
259,21
260,13
261,18
262,15
263,15
264,16
265,10
266,16
267,8
268,13
269,11
270,16
271,12
272,7
273,9
274,11
275,21
276,9
277,19
278,11
279,12
280,8
281,22
282,11
283,9
284,10
285,12
286,12
287,13
288,8
289,10
290,13
291,13
292,10
293,19
294,8
295,5
296,17
297,11
298,16
299,6
300,9
301,6
302,9
303,6
304,1
305,5
306,6
307,8
308,4
309,7
310,13
