PCS length (L),Number of PCS of Length L
0,0
1,5593292
2,5014828
3,4615739
4,4302689
5,3990479
6,3674608
7,3410439
8,3184090
9,2934946
10,2712358
11,2534026
12,2334495
13,2171998
14,2039167
15,1883652
16,1749689
17,1640846
18,1511975
19,1408133
20,1322795
21,1223554
22,1140844
23,1073902
24,995387
25,929219
26,874580
27,809793
28,755476
29,712067
30,661097
31,616076
32,582750
33,540238
34,506451
35,478543
36,443535
37,415253
38,393953
39,363892
40,341740
41,324558
42,301045
43,282831
44,269328
45,249147
46,233541
47,223656
48,206519
49,193959
50,185167
51,171818
52,161280
53,154775
54,142988
55,134460
56,129402
57,119336
58,111501
59,108033
60,99116
61,94057
62,90727
63,83887
64,78540
65,75958
66,69775
67,66192
68,64392
69,59342
70,55825
71,54945
72,49844
73,47114
74,46503
75,42295
76,39733
77,39045
78,35992
79,33895
80,33579
81,30514
82,28884
83,28797
84,26124
85,24685
86,24983
87,22601
88,21481
89,21134
90,19116
91,18385
92,18241
93,16520
94,15777
95,15794
96,14433
97,13473
98,13980
99,12234
100,11798
101,11861
102,10685
103,10357
104,10318
105,9352
106,8953
107,9176
108,8236
109,7810
110,8182
111,7274
112,6923
113,7067
114,6312
115,6141
116,6281
117,5671
118,5526
119,5518
120,5046
121,4761
122,4840
123,4339
124,4329
125,4442
126,3821
127,3836
128,3891
129,3568
130,3431
131,3596
132,3199
133,3023
134,3181
135,2812
136,2613
137,2808
138,2561
139,2545
140,2555
141,2322
142,2168
143,2282
144,2175
145,1940
146,2105
147,1869
148,1900
149,1952
150,1683
151,1642
152,1751
153,1477
154,1520
155,1574
156,1445
157,1381
158,1460
159,1314
160,1285
161,1343
162,1217
163,1126
164,1231
165,1053
166,1064
167,1080
168,1022
169,936
170,1080
171,959
172,839
173,924
174,844
175,834
176,901
177,773
178,783
179,785
180,688
181,719
182,700
183,638
184,664
185,687
186,607
187,588
188,624
189,587
190,528
191,567
192,543
193,554
194,529
195,506
196,466
197,497
198,476
199,458
200,486
201,401
202,442
203,441
204,407
205,416
206,449
207,347
208,358
209,367
210,322
211,367
212,343
213,314
214,304
215,333
216,290
217,316
218,287
219,284
220,275
221,280
222,276
223,269
224,266
225,244
226,239
227,251
228,239
229,238
230,219
231,219
232,218
233,225
234,197
235,186
236,237
237,197
238,210
239,219
240,172
241,188
242,189
243,186
244,175
245,188
246,169
247,160
248,181
249,128
250,142
251,150
252,151
253,141
254,139
255,119
256,105
257,141
258,123
259,135
260,121
261,110
262,101
263,127
264,119
265,110
266,104
267,110
268,90
269,118
270,100
271,108
272,94
273,88
274,81
275,98
276,81
277,69
278,89
279,86
280,82
281,94
282,66
283,74
284,85
285,71
286,69
287,82
288,78
289,68
290,76
291,93
292,92
293,65
294,69
295,63
296,60
297,72
298,69
299,61
300,61
301,57
302,62
303,61
304,56
305,63
306,49
307,58
308,62
309,40
310,53
311,41
312,67
313,41
314,42
315,49
316,47
317,47
318,35
319,33
320,51
321,46
322,49
323,39
324,34
325,49
326,35
327,31
328,38
329,44
330,37
331,34
332,45
333,29
334,32
335,36
336,34
337,29
338,36
339,34
340,27
341,35
342,36
343,37
344,33
345,26
346,29
347,38
348,29
349,29
350,30
351,28
352,31
353,31
354,27
355,33
356,38
357,26
358,21
359,25
360,27
361,20
362,24
363,26
364,18
365,22
366,22
367,17
368,24
369,27
370,21
371,27
372,17
373,14
374,17
375,17
376,23
377,24
378,10
379,11
380,16
381,21
382,18
383,21
384,19
385,14
386,17
387,17
388,18
389,21
390,11
391,19
392,10
393,16
394,8
395,19
396,15
397,12
398,20
399,12
