PCS length (L),Number of PCS of Length L
0,0
1,5382701
2,4830912
3,4449014
4,4123892
5,3836854
6,3533196
7,3283300
8,3072025
9,2835010
10,2629800
11,2461469
12,2272237
13,2123506
14,1998849
15,1850665
16,1722726
17,1617003
18,1496545
19,1396914
20,1315239
21,1216818
22,1137468
23,1073379
24,993694
25,930576
26,878660
27,814230
28,760985
29,720434
30,667020
31,625254
32,592403
33,548414
34,514432
35,488153
36,452574
37,423323
38,403066
39,372665
40,349642
41,334009
42,309924
43,290739
44,278267
45,257381
46,241852
47,232050
48,213900
49,201564
50,193104
51,178001
52,167413
53,161743
54,148592
55,140067
56,135087
57,125127
58,117681
59,113282
60,104481
61,99203
62,95475
63,88293
64,83319
65,80524
66,74260
67,70572
68,68466
69,62557
70,59051
71,57574
72,52915
73,50232
74,49431
75,45509
76,42369
77,42043
78,38332
79,36549
80,35848
81,32981
82,30867
83,30924
84,27993
85,26793
86,26690
87,24536
88,23375
89,22821
90,21116
91,19952
92,19862
93,18134
94,17195
95,17070
96,15868
97,14862
98,15059
99,13559
100,12887
101,13122
102,11909
103,11542
104,11684
105,10158
106,9745
107,10070
108,9195
109,8798
110,8792
111,7852
112,7521
113,7907
114,6931
115,6791
116,6879
117,6283
118,6038
119,6133
120,5608
121,5274
122,5423
123,4880
124,4630
125,4846
126,4580
127,4228
128,4308
129,4034
130,3863
131,3983
132,3540
133,3443
134,3547
135,3185
136,2912
137,3071
138,2926
139,2898
140,2901
141,2609
142,2498
143,2532
144,2385
145,2202
146,2410
147,2078
148,2080
149,2229
150,1964
151,1865
152,1987
153,1789
154,1711
155,1750
156,1602
157,1590
158,1636
159,1434
160,1445
161,1499
162,1305
163,1307
164,1411
165,1242
166,1163
167,1218
168,1179
169,1157
170,1203
171,1042
172,1073
173,1089
174,964
175,967
176,935
177,889
178,843
179,956
180,829
181,811
182,852
183,790
184,716
185,798
186,712
187,721
188,726
189,697
190,648
191,679
192,617
193,596
194,614
195,574
196,559
197,583
198,532
199,546
200,547
201,458
202,477
203,516
204,475
205,448
206,480
207,414
208,454
209,451
210,408
211,407
212,393
213,399
214,377
215,406
216,348
217,325
218,401
219,333
220,302
221,331
222,296
223,293
224,321
225,275
226,282
227,313
228,266
229,262
230,301
231,260
232,225
233,252
234,268
235,256
236,252
237,224
238,249
239,264
240,218
241,206
242,208
243,215
244,174
245,227
246,191
247,208
248,206
249,176
250,168
251,173
252,172
253,172
254,155
255,149
256,169
257,152
258,148
259,155
260,161
261,139
262,146
263,142
264,122
265,125
266,118
267,145
268,127
269,140
270,120
271,94
272,128
273,112
274,112
275,105
276,97
277,117
278,108
279,102
280,101
281,109
282,89
283,94
284,95
285,97
286,73
287,104
288,85
289,92
290,93
291,81
292,90
293,80
294,63
295,59
296,71
297,83
298,71
299,85
300,81
301,63
302,67
303,62
304,73
305,62
306,57
307,71
308,86
309,59
310,54
311,71
312,81
313,58
314,57
315,52
316,50
317,55
318,39
319,57
320,59
321,56
322,59
323,43
324,52
325,50
326,56
327,40
328,56
329,53
330,35
331,46
332,58
333,39
334,35
335,45
336,35
337,37
338,48
339,49
340,40
341,46
342,41
343,21
344,47
345,30
346,30
347,34
348,27
349,45
350,35
351,25
352,36
353,33
354,23
355,31
356,33
357,31
358,29
359,32
360,22
361,25
362,35
363,28
364,19
365,28
366,24
367,28
368,29
369,28
370,20
371,34
372,21
373,21
374,22
375,21
376,23
377,24
378,28
379,25
380,21
381,25
382,19
383,32
384,25
385,25
386,29
387,24
388,21
389,21
390,15
391,24
392,11
393,31
394,16
395,22
396,23
397,20
398,18
399,19
400,21
401,19
402,13
403,24
404,15
405,11
406,19
407,22
408,13
409,19
410,22
411,14
412,23
413,13
414,13
415,15
416,12
417,17
418,12
419,16
420,12
421,16
422,11
423,12
424,11
425,9
426,15
427,11
428,16
429,5
430,11
431,15
432,17
433,11
434,10
435,11
436,9
437,7
438,9
439,12
440,12
441,13
442,10
443,12
444,8
445,11
446,14
447,5
448,12
449,6
450,13
451,10
452,5
453,8
454,10
455,9
456,11
457,9
458,11
459,11
460,10
461,5
462,7
463,8
464,11
465,12
466,13
467,11
468,9
469,5
470,6
471,8
472,8
473,9
474,7
475,3
476,4
477,8
478,7
479,8
480,5
481,5
482,7
483,2
484,5
485,7
486,8
487,12
488,5
489,4
490,5
491,6
492,8
493,4
494,10
495,8
496,6
497,10
498,5
499,7
500,1
501,3
502,8
503,1
504,4
505,5
506,7
507,5
508,7
509,5
510,2
511,5
512,4
513,9
514,4
515,6
516,4
517,5
518,2
519,6
520,4
521,8
522,8
523,4
524,3
525,5
526,3
527,4
528,7
529,8
530,7
531,6
532,8
533,10
534,1
535,4
536,4
537,6
538,5
539,5
540,10
541,6
542,3
543,4
544,3
545,3
546,3
547,6
548,3
549,2
550,4
551,2
552,2
553,7
554,5
555,3
556,4
557,2
558,0
559,2
560,6
561,4
562,2
563,3
564,4
565,5
566,2
567,1
568,5
569,5
570,1
571,2
572,1
573,1
574,1
575,5
576,3
577,3
578,3
579,0
580,2
581,2
582,5
583,5
584,3
585,1
586,2
587,4
588,0
589,3
590,3
591,2
592,2
593,0
594,4
595,4
596,2
597,2
598,2
599,2
600,0
601,1
602,3
603,1
604,3
605,1
606,3
607,3
608,1
609,1
610,2
611,1
612,1
613,3
614,2
615,2
616,2
617,4
618,1
619,1
620,1
621,0
622,0
623,1
624,1
625,0
626,1
627,0
628,1
629,3
630,1
631,3
632,2
633,1
634,2
635,0
636,2
637,1
638,2
639,1
640,1
641,2
642,3
643,1
644,1
645,1
646,1
647,2
648,0
649,1
650,0
651,2
652,2
653,2
654,2
655,1
656,1
657,2
658,5
659,3
660,2
661,1
662,1
663,0
664,1
665,1
666,1
667,0
668,0
669,0
670,3
671,2
672,2
673,0
674,1
675,2
676,3
677,1
678,3
679,1
680,2
681,3
682,1
683,1
684,0
685,0
686,0
687,0
688,2
689,1
690,2
691,1
692,0
693,1
694,1
695,0
696,0
697,2
698,2
699,0
700,0
701,2
702,1
703,1
704,2
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,1
714,0
715,1
716,1
717,0
718,0
719,2
720,2
721,2
722,0
723,1
724,1
725,0
726,0
727,0
728,2
729,2
730,1
731,2
732,1
733,0
734,0
735,0
736,1
737,3
738,0
739,0
740,0
741,0
742,0
743,1
744,1
745,0
746,1
747,0
748,1
749,0
750,1
751,2
752,0
753,2
754,2
755,0
756,1
757,0
758,1
759,1
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,1
770,0
771,1
772,0
773,2
774,1
775,0
776,0
777,0
778,0
779,1
780,2
781,0
782,0
783,0
784,0
785,0
786,1
787,1
788,1
789,3
790,1
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,1
809,0
810,1
811,0
812,0
813,1
814,0
815,0
816,0
817,1
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,0
839,0
840,2
841,0
842,0
843,1
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,1
859,0
860,0
861,3
862,0
863,0
864,1
865,1
866,0
867,0
868,0
869,0
870,1
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,2
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,0
961,0
962,0
963,0
964,1
965,0
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,1
992,0
993,0
994,0
995,1
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
