PCS length (L),Number of PCS of Length L
0,0
1,3996697
2,3586254
3,3482333
4,3218966
5,3056597
6,2907855
7,2798045
8,2654110
9,2518317
10,2401616
11,2298761
12,2179430
13,2097817
14,2023806
15,1949915
16,1866495
17,1779521
18,1701326
19,1639077
20,1585394
21,1524565
22,1469191
23,1415430
24,1346370
25,1293401
26,1249254
27,1200641
28,1160298
29,1120589
30,1081118
31,1042938
32,998345
33,953583
34,915204
35,885776
36,855807
37,826163
38,799315
39,767235
40,736770
41,714401
42,688671
43,665535
44,641806
45,618009
46,592235
47,571395
48,552433
49,531535
50,515119
51,496234
52,479294
53,465313
54,447866
55,433504
56,419175
57,403123
58,389771
59,378409
60,363291
61,352691
62,341744
63,328628
64,314871
65,304672
66,293501
67,285278
68,276246
69,265585
70,257510
71,249980
72,240677
73,233044
74,226531
75,218189
76,210598
77,204287
78,197989
79,190583
80,185186
81,177936
82,172810
83,167832
84,162431
85,157544
86,152451
87,147277
88,142340
89,139281
90,134094
91,129367
92,125941
93,120829
94,117695
95,113923
96,109552
97,106503
98,104073
99,100599
100,96761
101,94389
102,90898
103,88020
104,85876
105,82824
106,80380
107,78012
108,75184
109,72971
110,71051
111,68662
112,66681
113,64885
114,62654
115,60833
116,59266
117,56974
118,55187
119,53815
120,52023
121,50290
122,49469
123,47540
124,46029
125,45297
126,43355
127,42481
128,40664
129,39634
130,38536
131,37917
132,36385
133,35362
134,34495
135,33173
136,32116
137,31287
138,30290
139,29256
140,28607
141,27733
142,26702
143,26392
144,25426
145,24679
146,23696
147,23167
148,22712
149,22305
150,21127
151,20491
152,20254
153,19452
154,18842
155,18394
156,17701
157,17144
158,17126
159,16329
160,15988
161,15753
162,14934
163,14740
164,14521
165,13928
166,13662
167,13259
168,13023
169,12518
170,12220
171,11819
172,11609
173,11206
174,10710
175,10343
176,10532
177,10030
178,9690
179,9537
180,9117
181,8869
182,8947
183,8307
184,8205
185,8212
186,7877
187,7561
188,7417
189,7088
190,7000
191,6899
192,6593
193,6496
194,6315
195,6083
196,5872
197,5980
198,5666
199,5376
200,5472
201,5134
202,5059
203,4919
204,4737
205,4695
206,4643
207,4378
208,4241
209,4261
210,4048
211,3982
212,4017
213,3913
214,3791
215,3674
216,3576
217,3335
218,3442
219,3256
220,3070
221,3244
222,3193
223,2915
224,2901
225,2778
226,2797
227,2764
228,2639
229,2612
230,2436
231,2389
232,2456
233,2385
234,2320
235,2194
236,2225
237,2060
238,2094
239,2075
240,1923
241,1936
242,1926
243,1824
244,1764
245,1746
246,1660
247,1585
248,1626
249,1600
250,1597
251,1509
252,1492
253,1416
254,1470
255,1381
256,1378
257,1320
258,1252
259,1238
260,1278
261,1209
262,1216
263,1207
264,1116
265,1018
266,1065
267,997
268,1008
269,1043
270,988
271,989
272,917
273,932
274,889
275,886
276,897
277,849
278,881
279,791
280,753
281,726
282,688
283,720
284,745
285,660
286,717
287,640
288,648
289,598
290,704
291,637
292,647
293,619
294,539
295,514
296,559
297,570
298,543
299,519
300,521
301,479
302,532
303,487
304,426
305,451
306,434
307,410
308,458
309,414
310,428
311,424
312,378
313,375
314,370
315,370
316,352
317,347
318,348
319,350
320,332
321,311
322,333
323,311
324,262
325,309
326,311
327,282
328,294
329,296
330,272
331,250
332,302
333,250
334,237
335,246
336,205
337,258
338,261
339,246
340,222
