PCS length (L),Number of PCS of Length L
0,0
1,14537521
2,12127502
3,10431260
4,9069743
5,7971736
6,6920854
7,6098329
8,5434401
9,4762515
10,4215896
11,3776577
12,3321285
13,2957868
14,2668373
15,2351231
16,2093036
17,1891520
18,1662436
19,1486233
20,1348780
21,1190101
22,1063708
23,973213
24,856329
25,769575
26,702367
27,617647
28,558090
29,513503
30,450186
31,406988
32,377954
33,331486
34,299492
35,279867
36,244843
37,221243
38,208392
39,181915
40,165581
41,156401
42,136633
43,123867
44,118595
45,102830
46,93360
47,90463
48,78708
49,72211
50,70034
51,60824
52,55361
53,54253
54,47014
55,43660
56,43268
57,36721
58,33899
59,34192
60,28893
61,27026
62,27199
63,23031
64,21493
65,22073
66,18752
67,17471
68,17994
69,15170
70,14153
71,14783
72,12276
73,11705
74,12479
75,10487
76,9652
77,10558
78,8680
79,8222
80,8840
81,7224
82,6790
83,7446
84,6090
85,5723
86,6319
87,5091
88,5032
89,5414
90,4499
91,4372
92,4714
93,4094
94,3838
95,4093
96,3496
97,3128
98,3498
99,3024
100,2819
101,3107
102,2538
103,2581
104,2762
105,2404
106,2304
107,2464
108,2079
109,2043
110,2201
111,1893
112,1792
113,2001
114,1702
115,1525
116,1776
117,1467
118,1389
119,1551
120,1305
121,1266
122,1387
123,1185
124,1158
125,1323
126,1095
127,1026
128,1143
129,918
130,968
131,1049
132,894
133,904
134,940
135,808
136,787
137,870
138,740
139,726
140,782
141,682
142,685
143,670
144,639
145,596
146,642
147,566
148,546
149,652
150,499
151,498
152,562
153,478
154,445
155,495
156,426
157,404
158,443
159,379
160,395
161,415
162,381
163,357
164,424
165,333
166,358
167,374
168,300
169,276
170,327
171,319
172,276
173,313
174,285
175,268
176,283
177,241
178,254
179,291
180,219
181,211
182,250
183,242
184,211
185,233
186,220
187,220
188,201
189,187
190,182
191,184
192,162
193,168
194,172
195,167
196,175
197,182
198,174
199,128
200,162
201,135
202,140
203,151
204,141
205,151
206,129
207,121
208,103
209,140
210,135
211,142
212,105
213,126
214,130
215,106
216,104
217,89
218,98
219,93
220,94
221,109
222,98
223,99
224,92
225,98
226,90
227,87
228,88
229,82
230,85
231,81
232,75
233,82
234,54
235,74
236,79
237,75
238,62
239,81
240,58
241,70
242,78
243,65
244,80
245,73
246,64
247,63
248,64
249,53
250,61
251,52
252,55
253,59
254,48
255,61
256,49
257,46
258,51
259,54
260,51
261,52
262,50
263,45
264,34
265,52
266,35
267,38
268,42
269,38
270,41
271,45
272,42
273,48
274,35
275,41
276,26
277,33
278,38
279,44
280,40
281,41
282,28
283,43
284,32
285,39
286,34
287,39
288,27
289,29
290,27
291,32
292,26
293,18
294,18
295,32
296,30
297,38
298,32
299,34
300,26
301,26
302,25
303,16
304,28
305,25
306,27
307,20
308,26
309,25
310,24
311,16
312,26
313,23
314,18
315,19
316,12
317,22
318,12
319,13
320,17
321,18
322,19
323,27
324,25
325,22
326,18
327,17
328,15
329,13
330,23
331,14
332,15
333,21
334,16
335,18
336,13
337,15
338,12
339,16
340,22
341,12
342,18
343,11
344,16
345,13
346,16
347,14
348,8
349,11
350,10
351,8
352,11
353,10
354,11
355,10
356,8
357,14
358,14
359,10
360,9
361,19
362,17
363,11
364,10
365,12
366,9
367,16
368,11
369,8
370,11
371,16
372,7
373,9
374,10
375,11
376,9
377,11
378,16
379,5
380,4
381,9
382,7
383,9
384,6
385,11
386,7
387,11
388,9
389,11
390,9
391,8
392,6
393,6
394,5
395,12
396,8
397,4
398,4
399,5
400,5
401,9
402,5
403,11
404,7
405,14
406,4
407,7
408,3
409,4
410,4
411,3
412,10
413,5
414,5
415,5
416,5
417,3
418,5
419,4
420,6
421,10
422,5
423,5
424,5
425,3
426,4
427,8
428,5
429,2
430,3
431,4
432,7
433,3
434,7
435,3
436,3
437,10
438,2
439,2
440,4
441,3
442,3
443,2
444,5
445,5
446,6
447,1
448,2
449,5
450,8
451,4
452,2
453,0
454,3
455,1
456,2
457,2
458,3
459,4
460,5
461,4
462,5
463,4
464,4
465,2
466,3
467,5
468,2
469,4
470,5
471,4
472,0
473,6
474,4
475,1
476,0
477,2
478,3
479,2
480,2
481,1
482,2
483,3
484,2
485,0
486,4
487,3
488,3
489,2
490,1
491,3
492,5
493,2
494,0
495,3
496,1
497,3
498,2
499,3
500,0
501,1
502,4
503,1
504,4
505,0
506,2
507,2
508,2
509,3
510,4
511,1
512,3
513,1
514,2
515,3
516,0
517,0
518,4
519,1
520,2
521,2
522,4
523,2
524,0
525,1
526,1
527,1
528,0
529,2
530,2
531,4
532,1
533,1
534,0
535,1
536,0
537,2
538,2
539,1
540,2
541,2
542,3
543,2
544,0
545,4
546,1
547,1
548,1
549,0
550,1
551,1
552,2
553,2
554,2
555,1
556,1
557,1
558,1
559,2
560,3
561,0
562,0
563,1
564,0
565,1
566,0
567,0
568,2
569,0
570,4
571,0
572,2
573,2
574,0
575,1
576,2
577,0
578,0
579,1
580,2
581,2
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,0
593,0
594,0
595,1
596,0
597,0
598,0
599,1
600,0
601,0
602,2
603,3
604,2
605,0
606,0
607,0
608,1
609,0
610,2
611,0
612,0
613,2
614,0
615,0
616,1
617,0
618,1
619,0
620,0
621,0
622,0
623,1
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,0
632,1
633,2
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,0
649,2
650,0
651,0
652,0
653,0
654,2
655,0
656,1
657,0
658,0
659,1
660,0
661,0
662,0
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,1
671,0
672,0
673,4
674,1
675,1
676,0
677,0
678,0
679,1
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,0
707,2
708,1
709,2
710,1
711,0
712,0
713,0
714,0
715,0
716,0
717,2
718,2
719,0
720,0
721,0
722,1
723,0
724,0
725,1
726,0
727,0
728,0
729,0
730,2
731,1
732,0
733,0
734,2
735,0
736,0
737,1
738,0
739,0
740,0
741,1
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,1
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,1
761,0
762,0
763,0
764,1
765,1
766,1
767,0
768,0
769,0
770,0
771,1
772,0
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
