#reference	pair	chrom	window_number	relative_entropy
#hg38/mm39	hg38/mm39	1	
1	0.002545868
#hg38/mm39	hg38/mm39	1	
2	0.001576256
#hg38/mm39	hg38/mm39	1	
3	0.002888464
#hg38/mm39	hg38/mm39	1	
4	0.002599972
#hg38/mm39	hg38/mm39	1	
5	0.003123669
#hg38/mm39	hg38/mm39	1	
6	0.001346163
#hg38/mm39	hg38/mm39	1	
7	0.000794507
#hg38/mm39	hg38/mm39	1	
8	0.003697118
#hg38/mm39	hg38/mm39	1	
9	0.000927888
#hg38/mm39	hg38/mm39	1	
10	0.001744753
#hg38/mm39	hg38/mm39	1	
11	0.00216642
#hg38/mm39	hg38/mm39	1	
12	0.002163555
#hg38/mm39	hg38/mm39	1	
13	0.007310251
#hg38/mm39	hg38/mm39	1	
14	21.04357885
#hg38/mm39	hg38/mm39	1	
15	0.004031014
#hg38/mm39	hg38/mm39	1	
16	0.003924158
#hg38/mm39	hg38/mm39	1	
17	0.001511262
#hg38/mm39	hg38/mm39	1	
18	0.002175187
#hg38/mm39	hg38/mm39	1	
19	0.001890586
#hg38/mm39	hg38/mm39	1	
20	0.00358571
#hg38/mm39	hg38/mm39	1	
21	0.001648367
#hg38/mm39	hg38/mm39	1	
22	0.000800415
#hg38/mm39	hg38/mm39	1	
23	0.001870209
#hg38/mm39	hg38/mm39	1	
24	0.004834662
&
#hg38/mm39	hg38/mm39	2	
1	0.007650105
#hg38/mm39	hg38/mm39	2	
2	0.002614855
#hg38/mm39	hg38/mm39	2	
3	0.001624597
#hg38/mm39	hg38/mm39	2	
4	0.001667574
#hg38/mm39	hg38/mm39	2	
5	0.001005067
#hg38/mm39	hg38/mm39	2	
6	0.000773577
#hg38/mm39	hg38/mm39	2	
7	0.002194573
#hg38/mm39	hg38/mm39	2	
8	0.002100628
#hg38/mm39	hg38/mm39	2	
9	0.002570101
#hg38/mm39	hg38/mm39	2	
10	0.003558014
#hg38/mm39	hg38/mm39	2	
11	0.001714235
#hg38/mm39	hg38/mm39	2	
12	0.001824602
#hg38/mm39	hg38/mm39	2	
13	0.005057453
#hg38/mm39	hg38/mm39	2	
14	0.0028101
#hg38/mm39	hg38/mm39	2	
15	0.000907367
#hg38/mm39	hg38/mm39	2	
16	0.000743662
#hg38/mm39	hg38/mm39	2	
17	0.000799149
#hg38/mm39	hg38/mm39	2	
18	0.003642225
#hg38/mm39	hg38/mm39	2	
19	0.003088094
#hg38/mm39	hg38/mm39	2	
20	0.001183205
#hg38/mm39	hg38/mm39	2	
21	0.003180645
#hg38/mm39	hg38/mm39	2	
22	0.001317951
#hg38/mm39	hg38/mm39	2	
23	0.001769666
#hg38/mm39	hg38/mm39	2	
24	0.002741997
&
#hg38/mm39	hg38/mm39	3	
1	0.001902528
#hg38/mm39	hg38/mm39	3	
2	0.001073494
#hg38/mm39	hg38/mm39	3	
3	0.003329268
#hg38/mm39	hg38/mm39	3	
4	0.002587064
#hg38/mm39	hg38/mm39	3	
5	0.003768143
#hg38/mm39	hg38/mm39	3	
6	0.002366259
#hg38/mm39	hg38/mm39	3	
7	0.001116703
#hg38/mm39	hg38/mm39	3	
8	0.000901203
#hg38/mm39	hg38/mm39	3	
9	0.002777119
#hg38/mm39	hg38/mm39	3	
10	0.004499253
#hg38/mm39	hg38/mm39	3	
11	0.003480309
#hg38/mm39	hg38/mm39	3	
12	0.000929274
#hg38/mm39	hg38/mm39	3	
13	0.002167813
#hg38/mm39	hg38/mm39	3	
14	0.001255904
#hg38/mm39	hg38/mm39	3	
15	0.001714295
#hg38/mm39	hg38/mm39	3	
16	0.001203106
#hg38/mm39	hg38/mm39	3	
17	0.001550158
#hg38/mm39	hg38/mm39	3	
18	0.003178399
#hg38/mm39	hg38/mm39	3	
19	0.001083307
&
#hg38/mm39	hg38/mm39	4	
1	0.003923387
#hg38/mm39	hg38/mm39	4	
2	0.002671833
#hg38/mm39	hg38/mm39	4	
3	0.001648681
#hg38/mm39	hg38/mm39	4	
4	0.00281469
#hg38/mm39	hg38/mm39	4	
5	0.002827785
#hg38/mm39	hg38/mm39	4	
6	0.002799929
#hg38/mm39	hg38/mm39	4	
7	0.004186983
#hg38/mm39	hg38/mm39	4	
8	0.001844657
#hg38/mm39	hg38/mm39	4	
9	0.001841947
#hg38/mm39	hg38/mm39	4	
10	0.003846425
#hg38/mm39	hg38/mm39	4	
11	0.002672873
#hg38/mm39	hg38/mm39	4	
12	0.001790868
#hg38/mm39	hg38/mm39	4	
13	0.00333076
#hg38/mm39	hg38/mm39	4	
14	0.002909933
#hg38/mm39	hg38/mm39	4	
15	0.001536419
#hg38/mm39	hg38/mm39	4	
16	0.001622325
#hg38/mm39	hg38/mm39	4	
17	0.004964638
#hg38/mm39	hg38/mm39	4	
18	0.003009001
#hg38/mm39	hg38/mm39	4	
19	0.001660447
&
#hg38/mm39	hg38/mm39	5	
1	0.007546174
#hg38/mm39	hg38/mm39	5	
2	0.005713781
#hg38/mm39	hg38/mm39	5	
3	0.009507401
#hg38/mm39	hg38/mm39	5	
4	0.001957986
#hg38/mm39	hg38/mm39	5	
5	0.003997116
#hg38/mm39	hg38/mm39	5	
6	0.001525127
#hg38/mm39	hg38/mm39	5	
7	0.00174597
#hg38/mm39	hg38/mm39	5	
8	0.001471346
#hg38/mm39	hg38/mm39	5	
9	0.00114756
#hg38/mm39	hg38/mm39	5	
10	0.001162463
#hg38/mm39	hg38/mm39	5	
11	0.001881261
#hg38/mm39	hg38/mm39	5	
12	0.003225933
#hg38/mm39	hg38/mm39	5	
13	0.001233194
#hg38/mm39	hg38/mm39	5	
14	0.001376128
#hg38/mm39	hg38/mm39	5	
15	0.001754184
#hg38/mm39	hg38/mm39	5	
16	0.001021653
#hg38/mm39	hg38/mm39	5	
17	0.001138449
#hg38/mm39	hg38/mm39	5	
18	0.001175256
&
#hg38/mm39	hg38/mm39	6	
1	0.001620133
#hg38/mm39	hg38/mm39	6	
2	0.001216456
#hg38/mm39	hg38/mm39	6	
3	0.00210133
#hg38/mm39	hg38/mm39	6	
4	0.004367912
#hg38/mm39	hg38/mm39	6	
5	0.00107034
#hg38/mm39	hg38/mm39	6	
6	0.001247698
#hg38/mm39	hg38/mm39	6	
7	0.005806387
#hg38/mm39	hg38/mm39	6	
8	0.003330374
#hg38/mm39	hg38/mm39	6	
9	0.001901792
#hg38/mm39	hg38/mm39	6	
10	0.000998029
#hg38/mm39	hg38/mm39	6	
11	0.001387061
#hg38/mm39	hg38/mm39	6	
12	0.002106141
#hg38/mm39	hg38/mm39	6	
13	0.003868731
#hg38/mm39	hg38/mm39	6	
14	0.001669984
#hg38/mm39	hg38/mm39	6	
15	0.002179028
#hg38/mm39	hg38/mm39	6	
16	0.002489472
#hg38/mm39	hg38/mm39	6	
17	0.008394623
&
#hg38/mm39	hg38/mm39	7	
1	0.00142236
#hg38/mm39	hg38/mm39	7	
2	0.001219085
#hg38/mm39	hg38/mm39	7	
3	0.001117142
#hg38/mm39	hg38/mm39	7	
4	0.001576886
#hg38/mm39	hg38/mm39	7	
5	0.002309014
#hg38/mm39	hg38/mm39	7	
6	0.006059336
#hg38/mm39	hg38/mm39	7	
7	0.004014327
#hg38/mm39	hg38/mm39	7	
8	0.001578144
#hg38/mm39	hg38/mm39	7	
9	0.003392151
#hg38/mm39	hg38/mm39	7	
10	0.001633998
#hg38/mm39	hg38/mm39	7	
11	0.001698222
#hg38/mm39	hg38/mm39	7	
12	0.000776728
#hg38/mm39	hg38/mm39	7	
13	0.001598951
#hg38/mm39	hg38/mm39	7	
14	0.001273919
#hg38/mm39	hg38/mm39	7	
15	0.003114244
&
#hg38/mm39	hg38/mm39	8	
1	0.013154209
#hg38/mm39	hg38/mm39	8	
2	0.004394448
#hg38/mm39	hg38/mm39	8	
3	0.001161645
#hg38/mm39	hg38/mm39	8	
4	0.00140266
#hg38/mm39	hg38/mm39	8	
5	0.004646435
#hg38/mm39	hg38/mm39	8	
6	0.002275611
#hg38/mm39	hg38/mm39	8	
7	0.00109084
#hg38/mm39	hg38/mm39	8	
8	0.00087628
#hg38/mm39	hg38/mm39	8	
9	0.004586995
#hg38/mm39	hg38/mm39	8	
10	0.001346573
#hg38/mm39	hg38/mm39	8	
11	0.001100609
#hg38/mm39	hg38/mm39	8	
12	0.001670973
#hg38/mm39	hg38/mm39	8	
13	0.0028704
#hg38/mm39	hg38/mm39	8	
14	0.006609806
&
#hg38/mm39	hg38/mm39	9	
1	0.00121096
#hg38/mm39	hg38/mm39	9	
2	0.000820303
#hg38/mm39	hg38/mm39	9	
3	0.001410549
#hg38/mm39	hg38/mm39	9	
4	0.002409717
#hg38/mm39	hg38/mm39	9	
5	0.006939732
#hg38/mm39	hg38/mm39	9	
6	21.04357885
#hg38/mm39	hg38/mm39	9	
7	0.004125675
#hg38/mm39	hg38/mm39	9	
8	0.00101353
#hg38/mm39	hg38/mm39	9	
9	0.002152559
#hg38/mm39	hg38/mm39	9	
10	0.001552493
#hg38/mm39	hg38/mm39	9	
11	0.001457205
#hg38/mm39	hg38/mm39	9	
12	0.00137009
#hg38/mm39	hg38/mm39	9	
13	0.002923365
&
#hg38/mm39	hg38/mm39	10	
1	0.003902277
#hg38/mm39	hg38/mm39	10	
2	0.002378878
#hg38/mm39	hg38/mm39	10	
3	0.001779296
#hg38/mm39	hg38/mm39	10	
4	0.00273854
#hg38/mm39	hg38/mm39	10	
5	0.002742021
#hg38/mm39	hg38/mm39	10	
6	0.007698913
#hg38/mm39	hg38/mm39	10	
7	0.001804206
#hg38/mm39	hg38/mm39	10	
8	0.001464189
#hg38/mm39	hg38/mm39	10	
9	0.002776787
#hg38/mm39	hg38/mm39	10	
10	0.00220929
#hg38/mm39	hg38/mm39	10	
11	0.000749177
#hg38/mm39	hg38/mm39	10	
12	0.000911723
#hg38/mm39	hg38/mm39	10	
13	0.000909091
&
#hg38/mm39	hg38/mm39	11	
1	0.002222736
#hg38/mm39	hg38/mm39	11	
2	0.000908699
