PCS length (L),Number of PCS of Length L
0,0
1,841449
2,746822
3,791752
4,711466
5,664526
6,635511
7,639369
8,605997
9,578421
10,556069
11,532395
12,509085
13,496118
14,484580
15,476981
16,459227
17,449728
18,432540
19,437261
20,418784
21,400065
22,391023
23,381631
24,371416
25,355436
26,344417
27,338635
28,331223
29,326784
30,321645
31,313899
32,302956
33,292608
34,286197
35,280602
36,276527
37,268208
38,262474
39,258452
40,250748
41,243816
42,239856
43,235291
44,230278
45,223707
46,218017
47,218294
48,211765
49,200276
50,197307
51,195478
52,194858
53,191043
54,182000
55,178662
56,175714
57,171649
58,166075
59,161744
60,159102
61,156567
62,154709
63,151844
64,145440
65,140751
66,137960
67,134904
68,132891
69,130470
70,127390
71,124348
72,120737
73,119064
74,117284
75,114642
76,111236
77,110008
78,107142
79,106239
80,103809
81,100370
82,98217
83,96168
84,95265
85,93457
86,91449
87,90510
88,88452
89,85633
90,83638
91,81878
92,79858
93,79008
94,76885
95,75741
96,73738
97,73292
98,71806
99,70015
100,68272
101,66454
102,65164
103,63771
104,61710
105,60850
106,59766
107,59289
108,58186
109,56643
110,55519
111,54513
112,52325
113,51351
114,50441
115,49615
116,48686
117,47382
118,46951
119,46145
120,44933
121,44440
122,42838
123,42718
124,41664
125,40934
126,40008
127,39746
128,38700
129,37201
130,36874
131,36453
132,35745
133,34844
134,34350
135,33083
136,32573
137,32119
138,31680
139,30787
140,30102
141,29946
142,29300
143,28687
144,27490
145,27068
146,26733
147,25771
148,25377
149,25225
150,24938
151,24149
152,23723
153,22892
154,22792
155,21897
156,21311
157,20810
158,20565
159,20187
160,19620
161,19170
162,18658
163,18562
164,18166
165,17726
166,17333
167,16851
168,16607
169,16376
170,15831
171,15518
172,15303
173,15302
174,15177
175,14442
176,13978
177,13770
178,13596
179,13613
180,13013
181,12889
182,12549
183,12213
184,12341
185,11839
186,11655
187,11311
188,11090
189,11001
190,10619
191,10498
192,10320
193,9988
194,9815
195,9590
196,9582
197,9524
198,9117
199,9064
200,8877
201,8718
202,8571
203,8182
204,8211
205,7957
206,7915
207,7802
208,7580
209,7426
210,7099
211,7093
212,7065
213,6990
214,6717
215,6478
216,6616
217,6386
218,6301
219,6101
220,6034
221,5937
222,5615
223,5762
224,5515
225,5401
226,5288
227,5333
228,5381
229,5105
230,5076
231,4872
232,4752
233,4669
234,4554
235,4513
236,4364
237,4550
238,4185
239,4187
