PCS length (L),Number of PCS of Length L
0,0
1,764788
2,691819
3,639966
4,603764
5,574954
6,544835
7,524515
8,505651
9,484290
10,466524
11,447408
12,431074
13,416526
14,405417
15,392881
16,380987
17,370981
18,358963
19,348194
20,340426
21,330584
22,321923
23,314996
24,305480
25,299008
26,292536
27,283954
28,277514
29,272125
30,265233
31,259245
32,253175
33,247488
34,240938
35,236507
36,231233
37,224894
38,221142
39,214841
40,210713
41,206555
42,200474
43,197183
44,194350
45,188594
46,185494
47,181615
48,177687
49,173897
50,170868
51,166413
52,163286
53,161023
54,157040
55,153586
56,151274
57,148466
58,144840
59,142391
60,139254
61,135843
62,133713
63,130723
64,127862
65,125697
66,123048
67,120565
68,119285
69,115634
70,113085
71,111334
72,108603
73,106713
74,105248
75,103153
76,101522
77,99566
78,97200
79,94250
80,93679
81,91201
82,89590
83,87824
84,85925
85,84524
86,83520
87,81782
88,80060
89,78218
90,76947
91,75518
92,74552
93,72165
94,71609
95,70205
96,68874
97,67754
98,66614
99,65002
100,1
101,0
102,4
103,2
104,2
105,1
106,1
107,4
108,4
109,2
110,2
111,6
112,3
113,1
114,2
115,8
116,3
117,7
118,9
119,3
120,3
121,5
122,7
123,3
124,3
125,3
126,6
127,3
128,8
129,4
130,9
131,1
132,2
133,6
134,11
135,4
136,2
137,9
138,7
139,7
140,4
141,11
142,2
143,6
144,2
145,5
146,6
147,15
148,11
149,8
150,4
151,11
152,9
153,11
154,11
155,9
156,12
157,13
158,6
159,11
160,10
161,8
162,9
163,11
164,14
165,9
166,10
167,18
168,13
169,14
170,10
171,9
172,6
173,18
174,6
175,13
176,10
177,13
178,6
179,17
180,7
181,12
182,11
183,8
184,5
185,7
186,12
187,7
188,8
189,11
190,9
191,11
192,14
193,12
194,11
195,12
196,12
197,7
198,8
199,11
200,15
201,10
202,7
203,10
204,9
205,8
206,7
207,8
208,14
209,8
210,14
211,17
212,14
213,11
214,16
215,12
216,2
217,7
218,13
219,11
220,12
221,11
222,10
223,6
224,14
225,15
226,14
227,19
228,18
229,15
230,18
231,16
232,10
233,14
234,7
235,20
236,17
237,18
238,17
239,17
240,12
241,19
242,14
243,11
244,11
245,16
246,17
247,17
248,12
249,15
250,21
251,12
252,10
253,14
254,18
255,11
256,5
257,15
258,13
259,15
260,18
261,14
262,15
263,12
264,14
265,13
266,13
267,13
268,14
269,15
270,17
271,13
272,15
273,17
274,8
275,14
276,18
277,7
278,12
279,20
280,17
281,21
282,15
283,20
284,12
285,14
286,20
287,16
288,6
289,18
290,14
291,14
292,19
293,5
294,9
295,17
296,15
297,17
298,15
299,22
300,10
301,18
302,16
303,16
304,11
305,11
306,14
307,13
308,18
309,14
310,17
311,16
312,14
313,15
314,17
315,14
316,16
317,15
318,17
319,13
320,10
321,15
322,5
323,13
324,9
325,9
326,15
327,19
328,15
329,19
330,17
331,14
332,17
333,7
334,16
335,13
336,13
337,14
338,17
339,18
340,12
341,12
342,17
343,14
344,7
345,13
346,13
347,9
348,19
349,11
350,20
351,11
352,18
353,17
354,8
355,18
356,13
357,18
358,17
359,12
360,10
361,14
362,12
363,14
364,23
365,19
366,14
367,11
368,14
369,17
370,12
371,10
372,5
373,13
374,14
375,8
376,20
377,12
378,14
379,6
380,6
381,20
382,12
383,15
384,13
385,10
386,10
387,13
388,11
389,11
390,11
391,16
392,12
393,8
394,13
395,13
396,15
397,13
398,12
399,19
400,7
401,15
402,12
403,12
404,7
405,15
406,15
407,9
408,14
409,14
410,11
411,11
412,11
413,6
414,20
415,7
416,8
417,12
418,18
419,8
420,10
421,15
422,6
423,12
424,7
425,15
426,11
427,7
428,17
429,6
430,9
431,12
432,5
433,13
434,10
435,8
436,9
437,14
438,9
439,17
440,7
441,9
442,8
443,12
444,7
445,11
446,9
447,3
448,14
449,8
450,10
451,9
452,5
453,12
454,8
455,11
456,6
457,11
458,5
459,7
460,8
461,14
462,12
463,3
464,8
465,7
466,11
467,11
468,18
469,9
470,12
471,12
472,11
473,8
474,5
475,8
476,16
477,6
478,9
479,9
480,5
481,12
482,9
483,4
484,9
485,10
486,9
487,4
488,8
489,5
490,11
491,4
492,14
493,6
494,7
495,10
496,10
497,10
498,11
499,10
500,11
501,14
502,10
503,9
504,8
505,5
506,17
507,7
508,11
509,10
510,10
511,11
512,5
513,6
514,13
515,6
516,7
517,5
518,11
519,6
520,7
521,8
522,3
523,6
524,10
525,6
526,12
527,10
528,12
529,6
530,7
531,8
532,6
533,5
534,12
535,6
536,8
537,9
538,4
539,3
540,10
541,11
542,5
543,12
544,9
545,9
546,14
547,5
548,4
549,6
550,4
551,7
552,11
553,5
554,4
555,4
556,6
557,3
558,7
559,9
560,6
561,5
562,6
563,7
564,6
565,3
566,6
567,7
568,10
569,12
570,5
571,9
572,5
573,7
574,12
575,9
576,8
577,12
578,3
579,8
580,9
581,4
582,5
583,7
584,3
585,6
586,7
587,3
588,0
589,2
590,10
591,4
592,6
593,5
594,3
595,2
596,5
597,9
598,2
599,9
600,3
601,3
602,4
603,4
604,2
605,5
606,6
607,2
608,5
609,8
610,4
611,4
612,2
613,5
614,5
615,6
616,2
617,10
618,3
619,5
620,2
621,1
622,3
623,2
624,4
625,5
626,2
627,8
628,1
629,6
630,3
631,7
632,0
633,3
634,5
635,4
636,1
637,3
638,1
639,3
640,4
641,7
642,2
643,9
644,6
645,2
646,1
647,7
648,3
649,5
650,4
651,1
652,5
653,7
654,9
655,6
656,0
657,6
658,6
659,5
660,6
661,5
662,2
663,2
664,3
665,4
666,9
667,3
668,1
669,4
670,7
671,4
672,3
673,2
674,2
675,1
676,6
677,3
678,3
679,2
680,1
681,1
682,0
683,4
684,1
685,7
686,0
687,3
688,6
689,2
690,4
691,2
692,3
693,2
694,1
695,6
696,3
697,2
698,0
699,0
700,2
701,4
702,2
703,7
704,1
705,4
706,2
707,3
708,3
709,6
710,3
711,5
712,4
713,4
714,3
715,1
716,0
717,3
718,1
719,6
720,3
721,2
722,0
723,2
724,1
725,5
726,3
727,1
728,1
729,4
730,2
731,6
732,2
733,0
734,1
735,0
736,1
737,2
738,1
739,2
740,0
741,6
742,3
743,1
744,10
745,1
746,1
747,7
748,3
749,2
750,5
751,2
752,3
753,1
754,9
755,5
756,8
757,3
758,0
759,1
760,2
761,1
762,1
763,6
764,3
765,1
766,2
767,5
768,1
769,1
770,1
771,0
772,5
773,5
774,1
775,2
776,2
777,2
778,0
779,8
780,3
781,0
782,0
783,6
784,3
785,2
786,3
787,6
788,2
789,0
790,4
791,0
792,0
793,0
794,6
795,0
796,6
797,3
798,0
799,3
800,4
801,1
802,1
803,0
804,1
805,1
806,0
807,1
808,0
809,0
810,0
811,1
812,2
813,1
814,1
815,1
816,0
817,0
818,6
819,2
820,5
821,2
822,0
823,0
824,0
825,1
826,2
827,1
828,0
829,3
830,0
831,0
832,0
833,3
834,2
835,5
836,1
837,1
838,4
839,0
840,0
841,1
842,0
843,1
844,0
845,1
846,5
847,0
848,0
849,1
850,2
851,0
852,1
853,1
854,0
855,3
856,1
857,1
858,1
859,0
860,2
861,0
862,3
863,0
864,0
865,3
866,1
867,0
868,4
869,2
870,0
871,0
872,1
873,2
874,1
875,0
876,2
877,0
878,1
879,0
880,2
881,0
882,0
883,4
884,2
885,2
886,0
887,0
888,0
889,1
890,2
891,0
892,0
893,1
894,0
895,0
896,0
897,0
898,0
899,4
900,2
901,0
902,1
903,0
904,1
905,4
906,0
907,2
908,3
909,1
910,3
911,3
912,0
913,2
914,0
915,0
916,0
917,0
918,1
919,0
920,0
921,2
922,0
923,1
924,1
925,2
926,1
927,4
928,0
929,1
930,1
931,1
932,0
933,3
934,1
935,1
936,2
937,4
938,2
939,0
940,4
941,2
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,1
950,0
951,0
952,2
953,1
954,3
955,0
956,0
957,0
958,0
959,0
960,0
961,4
962,0
963,1
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,3
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,1
990,3
991,3
992,3
993,2
994,5
995,1
996,2
997,0
998,0
999,2
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,3
1007,0
1008,0
1009,0
1010,0
1011,2
1012,0
1013,0
1014,2
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,2
1028,0
1029,0
1030,3
1031,1
1032,4
1033,0
1034,3
1035,0
1036,0
1037,1
1038,1
1039,0
1040,4
1041,3
1042,0
1043,0
1044,0
1045,0
1046,2
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,2
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,3
1086,0
1087,0
1088,0
1089,1
1090,0
1091,2
1092,3
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,2
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,2
1120,0
1121,0
1122,0
1123,0
1124,1
1125,0
1126,2
1127,0
1128,0
1129,0
1130,0
1131,0
1132,3
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,1
1141,1
1142,1
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,4
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,0
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,4
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,4
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,2
1218,0
1219,0
1220,3
1221,0
1222,0
1223,0
1224,0
1225,0
1226,2
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,1
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,3
1250,0
1251,2
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,2
1296,2
1297,0
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,2
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,2
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,2
1381,0
1382,0
1383,0
1384,0
1385,0
1386,1
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,2
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,1
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,2
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,4
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,3
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,2
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,3
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
