PCS length (L),Number of PCS of Length L
0,0
1,13546228
2,11534418
3,10019451
4,8773148
5,7757212
6,6753691
7,5963879
8,5315231
9,4666443
10,4135083
11,3701761
12,3256048
13,2902790
14,2617348
15,2303447
16,2053615
17,1855761
18,1632934
19,1461512
20,1328222
21,1167748
22,1050036
23,955086
24,842558
25,756004
26,692066
27,609433
28,548259
29,505849
30,444032
31,399902
32,371688
33,326857
34,295474
35,275523
36,242310
37,218502
38,206040
39,179905
40,163569
41,154676
42,135194
43,123469
44,117982
45,102253
46,93434
47,90430
48,78325
49,71738
50,70021
51,60591
52,55287
53,54602
54,46919
55,43095
56,42982
57,36351
58,33826
59,34399
60,29134
61,26867
62,27428
63,23177
64,21577
65,22052
66,18654
67,17479
68,18001
69,15121
70,14127
71,14926
72,12609
73,11918
74,12484
75,10564
76,9826
77,10447
78,8692
79,8163
80,8701
81,7356
82,6904
83,7407
84,6109
85,5983
86,6221
87,5319
88,4977
89,5693
90,4560
91,4436
92,4952
93,3960
94,3789
95,4260
96,3347
97,3301
98,3746
99,3034
100,3019
101,3216
102,2578
103,2588
104,2778
105,2379
106,2304
107,2562
108,2062
109,2007
110,2260
111,1851
112,1755
113,1975
114,1715
115,1597
116,1752
117,1483
118,1473
119,1565
120,1352
121,1290
122,1398
123,1245
124,1223
125,1323
126,1149
127,1079
128,1215
129,974
130,892
131,1077
132,948
133,885
134,992
135,883
136,769
137,861
138,772
139,716
140,815
141,710
142,664
143,712
144,653
145,624
146,669
147,578
148,562
149,657
150,501
151,503
152,581
153,476
154,515
155,535
156,437
157,447
158,456
159,416
160,361
161,452
162,351
163,366
164,386
165,334
166,306
167,349
168,325
169,313
170,321
171,320
172,318
173,312
174,300
175,267
176,316
177,253
178,262
179,265
180,247
181,224
182,260
183,234
184,249
185,230
186,237
187,211
188,238
189,231
190,190
191,225
192,209
193,167
194,172
195,160
196,188
197,184
198,161
199,164
200,136
201,152
202,157
203,140
204,145
205,138
206,137
207,119
208,96
209,131
210,127
211,130
212,122
213,130
214,118
215,113
216,118
217,112
218,111
219,110
220,93
221,113
222,89
223,83
224,90
225,107
226,97
227,103
228,94
229,88
230,80
231,80
232,86
233,78
234,61
235,82
236,76
237,62
238,95
239,91
240,69
241,69
242,86
243,70
244,59
245,67
246,51
247,75
248,68
249,46
250,52
251,70
252,60
253,50
254,57
255,52
256,52
257,58
258,46
259,64
260,44
261,43
262,36
263,46
264,52
265,45
266,48
267,54
268,47
269,44
270,40
271,41
272,37
273,53
274,30
275,40
276,36
277,39
278,48
279,53
280,31
281,42
282,44
283,40
284,43
285,30
286,35
287,33
288,33
289,27
290,42
291,30
292,30
293,22
294,35
295,29
296,27
297,24
298,30
299,25
300,22
301,17
302,27
303,19
304,25
305,25
306,30
307,25
308,25
309,19
310,24
311,24
312,20
313,20
314,20
315,25
316,13
317,18
318,17
319,14
320,23
321,13
322,19
323,29
324,22
325,19
326,12
327,20
328,14
329,11
330,20
331,17
332,16
333,15
334,13
335,27
336,10
337,14
338,15
339,22
340,18
341,15
342,20
343,19
344,20
345,11
346,22
347,18
348,20
349,19
350,12
351,12
352,13
353,5
354,4
355,12
356,17
357,12
358,10
359,8
360,11
361,16
362,10
363,12
364,7
365,11
366,10
367,14
368,15
369,9
370,11
371,10
372,6
373,8
374,12
375,10
376,15
377,13
378,11
379,3
380,5
381,8
382,6
383,8
384,6
385,6
386,9
387,8
388,11
389,11
390,4
391,11
392,7
393,5
394,7
395,7
396,6
397,9
398,6
399,7
400,6
401,7
402,5
403,9
404,3
405,7
406,6
407,8
408,10
409,3
410,4
411,4
412,15
413,6
414,5
415,5
416,4
417,4
418,9
419,7
420,5
421,7
422,5
423,1
424,6
425,5
426,3
427,9
428,4
429,4
430,5
431,7
432,4
433,3
434,6
435,5
436,2
437,8
438,4
439,8
440,4
441,2
442,7
443,2
444,0
445,5
446,2
447,6
448,3
449,2
450,3
451,4
452,6
453,4
454,3
455,4
456,6
457,1
458,4
459,5
460,6
461,5
462,5
463,4
464,3
465,3
466,4
467,3
468,2
469,3
470,4
471,4
472,3
473,2
474,2
475,4
476,1
477,6
478,6
479,3
480,3
481,4
482,1
483,1
484,0
485,6
486,3
487,4
488,3
489,1
490,2
491,5
492,0
493,1
494,1
495,4
496,0
497,1
498,3
499,3
500,4
501,1
502,4
503,2
504,3
505,6
506,3
507,5
508,1
509,1
510,0
511,2
512,4
513,4
514,4
515,1
516,0
517,0
518,2
519,2
520,2
521,1
522,2
523,0
524,2
525,1
526,3
527,4
528,1
529,1
530,0
531,3
532,2
533,3
534,0
535,1
536,0
537,4
538,0
539,3
540,0
541,2
542,2
543,4
544,1
545,2
546,1
547,1
548,0
549,1
550,3
551,0
552,3
553,1
554,0
555,0
556,2
557,4
558,1
559,1
560,0
