PCS length (L),Number of PCS of Length L
0,0
1,209333
2,183207
3,200119
4,175951
5,170769
6,164395
7,165051
8,154445
9,152333
10,148289
11,146483
12,141920
13,139522
14,139315
15,136340
16,132408
17,134349
18,129217
19,130789
20,124240
21,120202
22,118368
23,116538
24,114793
25,111033
26,108002
27,107131
28,103992
29,105677
30,102137
31,98566
32,97429
33,95931
34,97065
35,94705
36,93621
37,90734
38,89557
39,89430
40,88532
41,86038
42,84165
43,82965
44,82740
45,81980
46,80837
47,80165
48,78805
49,76884
50,76771
51,75736
52,76449
53,74937
54,73119
55,71958
56,71625
57,70292
58,70037
59,68263
60,68186
61,68163
62,67477
63,66427
64,65741
65,64965
66,64252
67,63262
68,62966
69,62314
70,61537
71,60992
72,60130
73,60456
74,59698
75,59159
76,58338
77,58507
78,57431
79,56917
80,56594
81,54945
82,54851
83,53991
84,54273
85,53375
86,52911
87,52782
88,52455
89,51657
90,50990
91,50012
92,49573
93,49760
94,48934
95,48108
96,47912
97,48141
98,47537
99,47074
100,46039
101,45553
102,45506
103,44868
104,44510
105,44858
106,44701
107,45470
108,44558
109,44032
110,42934
111,43131
112,41923
113,42287
114,41012
115,41247
116,40326
117,40731
118,41604
119,40666
120,40308
121,39213
122,38303
123,38541
124,39227
125,39246
126,39268
127,38684
128,37985
129,36190
130,36556
131,36726
132,36555
133,36290
134,35347
135,34280
136,34341
137,33564
138,33264
139,33259
140,32720
141,32043
142,32231
143,31477
144,30987
145,30960
146,30538
147,29700
148,30060
149,29650
150,29408
151,28917
152,28907
153,28639
154,28500
155,27822
156,27810
157,27213
158,27202
159,26880
160,26580
161,26534
162,26311
163,26202
164,25700
165,25595
166,25428
167,24878
168,24965
169,24482
170,23879
171,23603
172,23653
173,23388
174,23623
175,22921
176,22094
177,21801
178,21621
179,21554
180,21225
181,20787
182,20426
183,20164
184,20125
185,19888
186,19848
187,19357
188,19391
189,19020
190,18581
191,18421
192,18497
193,18001
194,17791
195,17731
196,17767
197,17444
198,17336
199,16871
200,16886
201,16805
202,16470
203,16311
204,16328
205,16099
206,16301
207,15994
208,15727
209,15707
210,15093
211,15228
212,15225
213,14893
214,14628
215,14280
216,14643
217,14532
218,14532
219,13902
220,14001
221,13871
222,13424
223,13269
224,13373
225,13251
226,13116
227,12926
228,12945
229,12942
230,12577
231,12376
232,12379
233,12146
234,12108
235,12314
236,11884
237,11816
238,11557
239,11450
240,11311
241,11310
242,11202
243,10994
244,11029
245,10814
246,10632
247,10650
248,10350
249,10296
250,10157
251,10275
252,9998
253,9984
254,9794
255,9793
256,9776
257,9706
258,9706
259,9408
260,9522
261,9282
262,9440
263,9264
264,9307
265,9284
266,9133
267,9013
268,9187
269,8902
270,8905
271,8798
272,8960
273,9022
274,9097
275,9128
276,8899
277,9112
278,9214
279,9590
280,10271
281,10921
282,11280
283,10108
284,9457
285,9233
286,9237
287,9104
288,9288
289,9147
290,9276
291,9361
292,9409
293,9286
294,9432
295,9340
296,9231
297,9065
298,8889
299,8548
300,8361
301,7799
302,7720
303,7521
304,7109
305,6914
306,6962
307,6451
308,6455
309,6335
310,6131
311,6021
312,5704
313,5554
314,5290
315,5265
316,5208
317,4989
318,5013
319,4898
320,4830
321,4724
322,4759
323,4636
324,4514
325,4594
326,4389
327,4542
328,4409
329,4414
330,4328
331,4354
332,4256
333,4185
334,4235
335,4155
336,4157
337,4191
338,4069
339,3971
340,3935
341,4017
342,3926
343,3826
344,3906
345,3827
346,3768
347,3835
348,3833
349,3673
350,3637
351,3680
352,3651
353,3729
354,3624
355,3527
356,3580
357,3447
358,3409
359,3497
360,3401
361,3316
362,3368
363,3252
364,3317
365,3188
366,3171
367,3194
368,3178
369,3156
370,3075
371,3079
372,3024
373,3008
374,2951
375,2959
376,2981
377,2829
378,2825
379,2792
380,2753
381,2854
382,2724
383,2703
384,2651
385,2698
386,2619
387,2621
388,2612
389,2642
390,2573
391,2481
392,2504
393,2473
394,2422
395,2391
396,2394
397,2389
398,2458
399,2435
400,2195
401,2303
402,2214
403,2213
404,2290
405,2273
406,2255
407,2273
408,2172
409,2199
410,2210
411,2187
412,2133
413,2117
414,2243
415,2053
416,2040
417,2055
418,2040
419,1967
420,2106
421,1904
422,2016
423,1871
424,2019
425,1959
426,1941
427,1877
428,1936
429,1849
430,1849
431,1838
432,1810
433,1771
434,1821
435,1793
436,1718
437,1706
438,1687
439,1699
440,1711
441,1658
442,1602
443,1568
444,1641
445,1557
446,1591
447,1549
448,1596
449,1548
450,1494
451,1508
452,1537
453,1501
454,1450
455,1519
456,1546
457,1398
458,1453
459,1438
460,1438
461,1372
462,1373
463,1350
464,1329
465,1424
466,1285
467,1323
468,1308
469,1339
470,1285
471,1267
472,1269
473,1245
474,1264
475,1296
476,1247
477,1197
478,1262
479,1173
480,1162
481,1194
482,1190
483,1144
484,1193
485,1172
486,1128
487,1189
488,1108
489,1139
490,1113
491,1085
492,1087
493,1051
494,1066
495,1064
496,1030
497,1056
498,1057
499,1026
500,997
501,1006
502,949
503,1032
504,979
505,952
506,966
507,956
508,935
509,906
510,946
511,982
512,942
513,925
514,887
515,884
516,908
517,895
518,900
519,906
520,813
521,872
522,815
523,837
524,836
525,843
526,814
527,822
528,846
529,784
530,832
531,829
532,793
533,794
534,776
535,732
536,777
537,775
538,749
539,741
540,731
541,724
542,717
543,717
544,702
545,650
546,680
547,682
548,641
549,683
550,662
551,658
552,667
553,725
554,622
555,683
556,645
557,658
558,588
559,639
560,609
561,626
562,581
563,620
564,606
565,571
566,587
567,596
568,619
569,585
570,608
571,531
572,615
573,592
574,587
575,525
576,517
577,571
578,524
579,474
580,530
581,540
582,511
583,521
584,527
585,526
586,487
587,495
588,484
589,492
590,529
591,520
592,475
593,457
594,474
595,493
596,404
597,451
598,486
599,433
600,422
601,416
602,439
603,409
604,461
605,454
606,441
607,413
608,429
609,436
610,404
611,399
612,421
613,460
614,423
615,410
616,417
617,390
618,385
619,414
620,403
621,382
622,375
623,418
624,395
625,378
626,349
627,355
628,339
629,341
630,322
631,359
632,357
633,326
634,364
635,361
636,378
637,341
638,380
639,312
640,351
641,336
642,308
643,374
644,298
645,347
646,314
647,318
648,323
649,304
650,306
651,315
652,313
653,312
654,291
655,310
656,278
657,292
658,278
659,314
660,308
661,284
662,237
663,276
664,266
665,266
666,241
667,280
668,258
669,261
670,288
671,248
672,260
673,273
674,263
675,279
676,256
677,263
678,236
679,262
680,277
681,254
682,261
683,222
684,264
685,237
686,240
687,217
688,253
689,214
690,228
691,221
692,202
693,248
694,222
695,235
696,231
697,236
698,213
699,182
700,196
701,190
702,194
703,186
704,221
705,197
706,187
707,196
708,181
709,212
710,198
711,200
712,197
713,195
714,195
715,174
716,198
717,177
718,219
719,182
720,169
721,200
722,208
723,171
724,175
725,178
726,173
727,193
728,155
729,171
730,170
731,182
732,176
733,134
734,167
735,150
736,171
737,156
738,150
739,136
740,153
741,161
742,163
743,142
744,158
745,165
746,148
747,146
748,138
749,160
750,161
751,146
752,145
753,158
754,114
755,142
756,150
757,138
758,138
759,131
760,122
761,150
762,120
763,121
764,138
765,137
766,125
767,139
768,111
769,105
770,122
771,124
772,120
773,143
774,125
775,128
776,124
777,113
778,124
779,132
780,98
781,106
782,127
783,110
784,108
785,109
786,113
787,93
788,101
789,101
790,110
791,105
792,126
793,104
794,101
795,110
796,104
797,110
798,97
799,112
800,92
801,95
802,107
803,86
804,104
805,98
806,106
807,88
808,85
809,111
810,112
811,93
812,88
813,92
814,85
815,90
816,88
817,86
818,80
819,82
820,77
821,101
822,83
823,75
824,94
825,95
826,74
827,83
828,74
829,84
830,84
831,79
832,77
833,75
834,74
835,79
836,74
837,66
838,79
839,75
840,78
841,90
842,77
843,70
844,70
845,87
846,63
847,65
848,80
849,65
850,81
851,76
852,74
853,69
854,64
855,56
856,71
857,72
858,81
859,65
860,66
861,59
862,52
863,75
864,78
865,67
866,57
867,60
868,61
869,76
870,52
871,68
872,65
873,73
874,63
875,67
876,53
877,46
878,60
879,60
880,65
881,52
882,54
883,62
884,49
885,48
886,58
887,57
888,60
889,56
890,53
891,48
892,39
893,55
894,54
895,44
896,62
897,50
898,66
899,44
900,61
901,56
902,45
903,49
904,47
905,63
906,48
907,47
908,39
909,48
910,46
911,42
912,42
913,48
914,45
915,39
916,45
917,45
