PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1105
21,1000
22,978
23,987
24,1004
25,918
26,944
27,944
28,914
29,926
30,936
31,863
32,895
33,838
34,794
35,779
36,872
37,789
38,690
39,696
40,750
41,697
42,726
43,724
44,700
45,686
46,627
47,608
48,663
49,668
50,625
51,628
52,601
53,631
54,573
55,530
56,603
57,526
58,523
59,530
60,514
61,542
62,486
63,511
64,524
65,525
66,496
67,478
68,480
69,441
70,435
71,457
72,409
73,434
74,438
75,418
76,437
77,406
78,411
79,393
80,412
81,398
82,349
83,399
84,376
85,366
86,360
87,350
88,338
89,343
90,337
91,338
92,362
93,315
94,323
95,337
96,263
97,318
98,301
99,303
100,285
101,303
102,284
103,278
104,270
105,269
106,282
107,249
108,268
109,245
110,257
111,226
112,241
113,253
114,228
115,249
116,230
117,211
118,217
119,195
120,218
121,225
122,242
123,229
124,195
125,216
126,176
127,215
128,190
129,183
130,202
131,183
132,186
133,162
134,183
135,173
136,174
137,177
138,151
139,177
140,172
141,179
142,192
143,153
144,144
145,172
146,153
147,155
148,167
149,144
150,136
151,150
152,151
153,128
154,161
155,135
156,118
157,132
158,127
159,121
160,127
161,137
162,133
163,141
164,136
165,99
166,113
167,111
168,116
169,104
170,127
171,112
172,120
173,101
174,112
175,109
176,111
177,88
178,89
179,90
180,91
181,96
182,93
183,100
184,91
185,93
186,104
187,66
188,92
189,76
190,86
191,113
192,93
193,85
194,74
195,83
196,83
197,95
198,72
199,84
200,83
201,89
202,89
203,74
204,83
205,78
206,86
207,70
208,69
209,72
210,75
211,71
212,64
213,67
214,66
215,62
216,52
217,58
218,52
219,57
220,76
221,63
222,67
223,68
224,61
225,55
226,69
227,53
228,52
229,46
230,64
231,58
232,50
233,49
234,39
235,58
236,49
237,52
238,43
239,60
240,37
241,45
242,47
243,50
244,42
245,55
246,51
247,54
248,36
249,37
250,46
251,46
252,47
253,49
254,49
255,35
256,59
257,51
258,42
259,47
260,43
261,37
262,32
263,40
264,34
265,44
266,37
267,37
268,34
269,39
270,32
271,35
272,25
273,31
274,32
275,32
276,30
277,38
278,31
279,31
280,31
281,23
282,28
283,32
284,30
285,37
286,32
287,27
288,26
289,27
290,33
291,17
292,24
293,24
294,18
295,22
296,19
297,31
298,29
299,28
300,27
301,28
302,26
303,21
304,17
305,21
306,27
307,22
308,15
309,25
310,19
311,23
312,20
313,26
314,26
315,20
316,16
317,16
318,17
319,19
320,14
321,28
322,16
323,30
324,23
325,18
326,27
327,20
328,20
329,19
330,26
331,19
332,9
333,16
334,20
335,19
336,16
337,13
338,22
339,23
340,12
341,14
342,17
343,16
344,14
345,9
346,20
347,20
348,10
349,8
350,12
351,15
352,15
353,11
354,5
355,12
356,20
357,11
358,8
359,18
360,12
361,12
362,10
363,8
364,14
365,16
366,12
367,12
368,18
369,15
370,15
371,11
372,6
373,17
374,12
375,15
376,11
377,12
378,15
379,8
380,8
381,12
382,6
383,12
384,17
385,8
386,14
387,11
388,11
389,5
390,12
391,8
392,9
393,9
394,13
395,7
396,7
397,12
398,6
399,8
400,7
401,11
402,10
403,13
404,11
405,8
406,11
407,8
408,14
409,6
410,10
411,7
412,11
413,7
414,7
415,6
416,8
417,8
418,5
419,7
420,8
421,8
422,9
423,6
424,6
425,11
426,9
427,9
428,12
429,12
430,4
431,4
432,8
433,5
434,9
435,5
436,8
437,4
438,6
439,7
440,9
441,9
442,5
443,8
444,10
445,9
446,6
447,4
448,5
449,4
450,10
451,8
452,6
453,7
454,6
455,5
456,6
457,3
458,11
459,9
460,7
461,11
462,12
463,12
464,8
465,13
466,6
467,9
468,10
469,13
470,9
471,16
472,16
473,6
474,11
475,20
476,15
477,9
478,9
479,16
480,9
481,15
482,13
483,13
484,12
485,19
486,11
487,13
488,20
489,12
490,14
491,12
492,12
493,12
494,15
495,13
496,8
497,13
498,11
499,11
500,15
501,13
502,18
503,24
504,16
505,13
506,8
507,4
508,8
509,13
510,15
511,18
512,12
513,7
514,16
515,16
516,8
517,6
518,13
519,13
520,11
521,13
522,7
523,9
524,11
525,12
526,14
527,13
528,7
529,13
530,9
531,9
532,5
533,11
534,5
535,13
536,8
537,13
538,11
539,6
540,8
541,7
542,11
543,6
544,13
545,12
546,11
547,6
548,10
549,11
550,5
551,9
552,8
553,9
554,8
555,7
556,7
557,7
558,5
559,10
560,9
561,7
562,4
563,7
564,3
565,11
566,7
567,6
568,5
569,9
570,10
571,7
572,9
573,9
574,9
575,7
576,11
577,2
578,3
579,2
580,6
581,9
582,2
583,11
584,6
585,6
586,2
587,9
588,6
589,3
590,5
591,4
592,1
593,5
594,6
595,6
596,5
597,7
598,5
599,4
600,0
601,0
602,0
603,0
