PCS length (L),Number of PCS of Length L
0,0
1,601737
2,541261
3,495287
4,462722
5,438300
6,413682
7,397642
8,381647
9,364471
10,351314
11,338320
12,322711
13,312618
14,304787
15,294345
16,286135
17,277620
18,269522
19,262583
20,256099
21,249209
22,243898
23,238130
24,231099
25,226050
26,222138
27,216533
28,210555
29,208330
30,202853
31,198141
32,194052
33,190008
34,186473
35,182121
36,178398
37,174936
38,172270
39,167851
40,165127
41,162903
42,158138
43,155404
44,153897
45,149507
46,146407
47,145255
48,141287
49,138881
50,136970
51,133889
52,131578
53,129744
54,127004
55,124992
56,123659
57,120973
58,118927
59,116855
60,113999
61,112410
62,110584
63,108774
64,106205
65,105530
66,103148
67,101108
68,99843
69,98630
70,95867
71,94746
72,93194
73,91339
74,90222
75,88585
76,86711
77,86498
78,84255
79,83134
80,81715
81,79805
82,78606
83,77689
84,75709
85,75225
86,73877
87,73097
88,71949
89,70451
90,69687
91,68236
92,67080
93,65906
94,64603
95,63953
96,62425
97,62191
98,60847
99,60469
100,58757
101,58606
102,56846
103,56595
104,55243
105,54744
106,53595
107,53434
108,51949
109,50660
110,50939
111,49830
112,49263
113,48491
114,47707
115,46960
116,46445
117,45429
118,44950
119,44146
120,43655
121,42979
122,42595
123,41659
124,40810
125,40606
126,39564
127,39019
128,38606
129,38155
130,37056
131,37148
132,36448
133,35975
134,35496
135,34692
136,34310
137,33958
138,32894
139,33117
140,32415
141,32048
142,31386
143,31094
144,30416
145,29569
146,29713
147,29378
148,28823
149,28279
150,27936
151,27954
152,26846
153,26777
154,26538
155,25776
156,25886
157,25534
158,24994
159,24131
160,24168
161,23725
162,23737
163,23141
164,22689
165,22446
166,22401
167,21684
168,21518
169,21218
170,21031
171,20654
172,20502
173,20350
174,19904
175,19438
176,19290
177,19156
178,18767
179,18666
180,18319
181,18183
182,17652
183,17424
184,17210
185,17353
186,16837
187,16590
188,16524
189,15942
190,16146
191,15651
192,15625
193,15075
194,15024
195,14936
196,14485
197,14437
198,14139
199,14222
200,14045
201,13748
202,13716
203,13349
204,13205
205,13075
206,12954
207,12593
208,12565
209,12470
210,12151
211,11893
212,11845
213,11742
214,11712
215,11286
216,11473
217,11094
218,11114
219,10727
220,10993
221,10705
222,10211
223,10072
224,10256
225,10041
226,9858
227,9727
228,9724
229,9313
230,9529
231,9132
232,9171
233,9034
234,9097
235,8709
236,8927
237,8558
238,8363
239,8491
240,8254
241,8171
242,8060
243,7966
244,7823
245,7826
246,7492
247,7516
248,7419
249,7320
250,7202
251,7285
252,6977
253,7049
254,6873
255,6752
256,6702
257,6752
258,6466
259,6583
260,6488
261,6380
262,6345
263,6146
264,6051
265,6005
266,5958
267,5929
268,5756
269,5796
270,5626
271,5637
272,5566
273,5353
274,5325
275,5457
276,5230
277,5126
278,5110
279,5148
280,4976
281,4972
282,4905
283,4900
284,4913
285,4788
286,4567
287,4532
288,4552
289,4399
290,4391
291,4408
292,4351
293,4193
294,4269
295,4274
296,4134
297,3970
298,4121
299,3951
300,3916
301,3775
302,3793
303,3846
304,3787
305,3690
306,3631
307,3609
308,3645
309,3539
310,3461
311,3452
312,3450
313,3264
314,3288
315,3220
316,3147
317,3210
318,3164
319,3102
320,2997
321,3054
322,3015
323,2970
324,2893
325,2869
326,2818
327,2799
328,2747
329,2706
330,2828
331,2573
332,2702
333,2642
334,2608
335,2645
336,2516
337,2522
338,2569
339,2496
340,2396
341,2377
342,2403
343,2319
344,2356
345,2259
346,2310
347,2193
348,2222
349,2231
350,2168
351,2227
352,2199
353,2133
354,2005
355,2093
356,2080
357,2004
358,1999
359,2050
360,1993
361,1920
362,1954
363,1829
364,1845
365,1839
366,1867
367,1808
368,1842
369,1758
370,1734
371,1670
372,1667
373,1685
374,1677
375,1658
376,1576
377,1511
378,1591
379,1608
380,1564
381,1523
382,1569
383,1533
384,1435
385,1489
386,1466
387,1464
388,1422
389,1436
390,1393
391,1415
392,1359
393,1370
394,1264
395,1286
396,1279
397,1324
398,1267
399,1257
400,1207
401,1196
402,1186
403,1220
404,1157
405,1145
406,1080
407,1178
408,1100
409,1072
410,1058
411,1108
412,1055
413,1094
414,1093
415,1034
416,1063
