PCS length (L),Number of PCS of Length L
0,0
1,9731159
2,3630694
3,1592850
4,812693
5,475374
6,316629
7,242853
8,193458
9,165525
10,139131
11,122028
12,104985
13,93497
14,81226
15,78681
16,66227
17,60236
18,52505
19,49093
20,42611
21,40783
22,36033
23,34016
24,29837
25,28635
26,25484
27,24782
28,21953
29,21362
30,18813
31,18504
32,16131
33,16403
34,14439
35,13777
36,12506
37,12471
38,11181
39,11092
40,10202
41,9731
42,8916
43,8817
44,7972
45,7822
46,7148
47,7096
48,6333
49,6114
50,5729
51,5740
52,5323
53,5059
54,4771
55,4728
56,4301
57,4413
58,4081
59,4115
60,3744
61,3635
62,3348
63,3393
64,3215
65,3045
66,2927
67,2989
68,2642
69,2624
70,2501
71,2446
72,2322
73,2264
74,2192
75,2089
76,2067
77,1981
78,1870
79,1801
80,1684
81,1670
82,1564
83,1501
84,1478
85,1374
86,1302
87,1264
88,1169
89,1208
90,1049
91,972
92,956
93,943
94,876
95,823
96,768
97,767
98,700
99,620
100,594
101,40
102,6
103,1
104,0
105,0
106,0
107,0
