PCS length (L),Number of PCS of Length L
0,0
1,23108522
2,1413504
3,351553
4,320867
5,147944
6,112408
7,64658
8,77983
9,46815
10,48287
11,30208
12,41916
13,21578
14,23951
15,17685
16,21387
17,11437
18,14383
19,8613
20,13488
21,7168
22,8109
23,5095
24,9453
25,4647
26,5160
27,3404
28,5075
29,2642
30,3784
31,2241
32,3714
33,1786
34,2271
35,1711
36,2488
37,1370
38,1638
39,1266
40,1948
41,1165
42,1343
43,837
44,1377
45,883
46,852
47,689
48,1054
49,597
50,864
51,582
52,743
53,474
54,624
55,440
56,587
57,408
58,498
59,383
60,562
61,348
62,429
63,350
64,476
65,340
66,451
67,288
68,328
69,262
70,320
71,235
72,337
73,243
74,275
75,233
76,285
77,194
78,265
79,193
80,256
81,196
82,218
83,160
84,210
85,134
86,164
87,139
88,165
89,108
90,161
91,112
92,152
93,105
94,110
95,66
96,117
97,49
98,70
99,53
100,86
101,2
102,0
103,0
104,0
105,0
