PCS length (L),Number of PCS of Length L
0,0
1,50071165
2,35617727
3,25168954
4,17934149
5,13015005
6,9152626
7,6644441
8,5004186
9,3566865
10,2644807
11,2074798
12,1485177
13,1129805
14,935011
15,667309
16,519682
17,457913
18,323608
19,261131
20,245646
21,171703
22,141451
23,143089
24,98345
25,84033
26,89876
27,60572
28,52475
29,59801
30,40046
31,35208
32,41692
33,27633
34,24920
35,29660
36,19756
37,17887
38,22234
39,14574
40,13613
41,16719
42,11190
43,10033
44,12837
45,8594
46,7813
47,9798
48,6863
49,6243
50,7881
51,5490
52,5026
53,6161
54,4336
55,4097
56,5035
57,3410
58,3216
59,4236
60,2915
61,2782
62,3432
63,2505
64,2251
65,2846
66,1964
67,1999
68,2383
69,1659
70,1664
71,2050
72,1450
73,1473
74,1706
75,1253
76,1263
77,1413
78,1117
79,1022
80,1253
81,900
82,910
83,1123
84,840
85,815
86,941
87,737
88,701
89,769
90,686
91,619
92,722
93,565
94,535
95,600
96,530
97,469
98,519
99,426
100,415
101,474
102,384
103,432
104,444
105,375
106,337
107,384
108,327
109,343
110,352
111,297
112,304
113,345
114,252
115,261
116,282
117,208
118,268
119,231
120,205
121,224
122,248
123,223
124,206
125,222
126,206
127,199
128,207
129,181
130,198
131,188
132,162
133,152
134,160
135,138
136,137
137,138
138,128
139,143
140,139
141,127
142,102
143,131
144,128
145,91
146,122
147,115
148,109
149,113
150,98
151,91
152,121
153,73
154,84
155,119
156,87
157,84
158,87
159,68
160,68
161,81
162,71
163,66
164,67
165,75
166,67
167,72
168,68
169,65
170,63
171,52
172,59
173,64
174,70
175,72
176,68
177,53
178,41
179,50
180,61
181,57
182,54
183,46
184,51
185,38
186,56
187,53
188,43
189,63
190,48
191,41
192,36
193,34
194,36
195,33
196,38
197,41
198,40
199,34
200,33
201,28
202,26
203,38
204,35
205,30
206,45
207,26
208,33
209,31
210,29
211,27
212,33
213,31
214,25
215,28
216,32
217,30
218,23
219,23
220,23
221,23
222,26
223,27
224,23
225,15
226,26
227,24
228,28
229,19
230,20
231,15
232,26
233,15
234,20
235,13
236,29
237,15
238,18
239,22
240,22
241,13
242,14
243,17
244,14
245,14
246,2
247,10
248,23
249,12
250,18
251,19
252,17
253,10
254,15
255,8
256,18
257,12
258,16
259,13
260,18
261,16
262,5
263,11
264,12
265,11
266,9
267,14
268,15
269,13
270,5
271,12
272,8
273,11
274,7
275,15
276,8
277,13
278,11
279,9
280,15
281,9
282,10
283,11
284,10
285,4
286,12
287,10
288,8
289,7
290,10
291,6
292,8
293,9
294,7
295,9
296,8
297,7
298,12
299,7
300,7
301,7
302,12
303,6
304,7
305,3
306,5
307,1
308,6
309,11
310,6
311,9
312,7
313,6
314,6
315,1
316,6
317,8
318,6
319,5
320,6
321,5
322,4
323,10
324,6
325,5
326,2
327,7
328,2
329,8
330,2
331,3
332,4
333,3
334,7
335,4
336,4
337,7
338,5
339,5
340,6
341,7
342,2
343,4
344,4
345,1
346,3
347,6
348,4
349,4
350,2
351,2
352,5
353,3
354,0
355,3
356,5
357,5
358,6
359,4
360,3
361,3
362,2
363,3
364,6
365,1
366,6
367,3
368,5
369,4
370,3
371,4
372,2
373,4
374,2
375,4
376,1
377,0
378,1
379,5
380,2
381,2
382,1
383,2
384,0
385,0
386,1
387,3
388,3
389,5
390,4
391,2
392,3
393,3
394,2
395,2
396,4
397,1
398,5
399,1
400,0
401,1
402,2
403,2
404,3
405,2
406,2
407,2
408,0
409,0
410,2
411,2
412,1
413,4
414,0
415,1
416,3
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,2
426,1
427,1
428,2
429,1
430,1
431,1
432,1
433,0
434,0
435,0
436,0
437,2
438,0
439,3
440,3
441,3
442,0
443,0
444,0
445,2
446,1
447,0
448,5
449,1
450,5
451,0
452,2
453,1
454,0
455,2
456,0
457,0
458,0
459,0
460,2
461,0
462,3
463,3
464,0
465,2
466,0
467,1
468,0
469,2
470,1
471,1
472,2
473,1
474,0
475,0
476,2
477,0
478,0
479,1
480,0
481,0
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,2
490,0
491,1
492,2
493,0
494,0
495,0
496,1
497,3
498,1
499,0
500,1
501,0
502,0
503,0
504,1
505,0
506,2
507,1
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,3
517,0
518,1
519,0
520,0
521,1
522,1
523,0
524,0
525,1
526,0
527,1
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,1
540,0
541,1
542,2
543,0
544,0
545,0
546,1
547,0
548,1
549,0
550,1
551,0
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,2
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,0
570,0
571,1
572,0
573,2
574,0
575,1
576,0
577,0
578,0
579,0
580,0
581,2
582,0
583,0
584,0
585,0
586,0
587,0
588,2
589,1
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,1
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,1
619,1
620,1
621,0
622,0
623,0
