PCS length (L),Number of PCS of Length L
0,0
1,8939436
2,2912442
3,990281
4,334299
5,117789
6,41847
7,15066
8,5266
9,1901
10,655
11,278
12,86
13,39
14,23
15,13
16,8
17,12
18,12
19,8
20,2
21,1
22,1
23,2
24,2
25,3
26,1
27,1
28,0
29,0
30,1
31,1
32,0
33,0
34,1
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,0
