PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,334450
21,324480
22,315322
23,308776
24,299517
25,292948
26,287132
27,277900
28,271125
29,266443
30,259764
31,253591
32,247819
33,241845
34,235883
35,231247
36,226500
37,220004
38,216311
39,210412
40,206172
41,201770
42,196515
43,193336
44,190101
45,184172
46,181453
47,177588
48,173776
49,169589
50,167714
51,163126
52,159695
53,156794
54,153198
55,150162
56,148306
57,144728
58,142006
59,139446
60,135748
61,133197
62,130832
63,128124
64,125444
65,123334
66,120525
67,118135
68,117233
69,112858
70,110950
71,109109
72,106242
73,104424
74,103185
75,100879
76,99175
77,97295
78,95482
79,92482
80,91828
81,89297
82,87776
83,86231
84,84318
85,82625
86,82045
87,80107
88,78327
89,76950
90,75370
91,74156
92,73217
93,70824
94,70233
95,68942
96,67641
97,66431
98,65305
99,63618
100,62568
101,61953
102,60969
103,59083
104,58359
105,57104
106,55988
107,55665
108,53723
109,53228
110,52383
111,50725
112,50332
113,49633
114,48313
115,47212
116,46886
117,45928
118,45090
119,44746
120,43561
121,42843
122,42192
123,41090
124,40398
125,39915
126,38837
127,38338
128,37736
129,36878
130,35932
131,36052
132,34992
133,34392
134,34036
135,33374
136,32442
137,32116
138,31736
139,30936
140,30421
141,29660
142,29279
143,29180
144,28591
145,27778
146,27521
147,26999
148,26427
149,26251
150,25506
151,25134
152,24984
153,24147
154,23706
155,23355
156,22935
157,22587
158,22327
159,21902
160,21307
161,21266
162,20833
163,20482
164,19910
165,19762
166,19342
167,19211
168,18580
169,18489
170,18061
171,17698
172,17435
173,17367
174,16935
175,16621
176,16757
177,16161
178,15859
179,15529
180,15352
181,15248
182,14706
183,14652
184,14318
185,14172
186,13840
187,13874
188,13352
189,13171
190,13014
191,12736
192,12470
193,12371
194,11970
195,11848
196,11704
197,11655
198,11346
199,11440
200,10955
201,10894
202,10598
203,10392
204,10308
205,10103
206,9935
207,9815
208,9610
209,9651
210,9369
211,9280
212,8984
213,9005
214,8868
215,8740
216,8480
217,8252
218,8284
219,8237
220,8021
221,7903
222,7834
223,7690
224,7632
225,7459
226,7150
227,7238
228,7097
229,6818
230,6873
231,6621
232,6595
233,6507
234,6312
235,6215
236,6306
237,6062
238,5927
239,5926
240,5884
241,5622
242,5629
243,5595
244,5488
245,5420
246,5327
247,5066
248,5231
249,4932
250,5084
251,4913
252,4876
253,4794
254,4697
255,4522
256,4618
257,4476
258,4258
259,4329
260,4306
261,4253
262,4208
263,3992
264,3975
265,4024
266,3900
267,3945
268,3890
269,3765
270,3643
271,3661
272,3491
273,3449
274,3479
275,3426
276,3341
277,3238
278,3272
279,3107
280,3143
281,3108
282,3033
283,3028
284,2957
285,2947
286,2887
287,2784
288,2701
289,2865
290,2739
291,2588
292,2626
293,2550
294,2569
295,2473
296,2418
297,2397
298,2389
299,2426
300,2325
301,2275
302,2205
303,2182
304,2118
305,2207
306,2138
307,2176
308,2107
309,2086
310,2044
311,1993
312,1921
313,1933
314,1947
315,1803
316,1875
317,1764
318,1747
319,1797
320,1790
321,1787
322,1731
323,1606
324,1630
325,1659
326,1605
327,1575
328,1544
329,1579
330,1501
331,1462
332,1564
333,1469
334,1477
335,1414
336,1345
337,1348
338,1426
339,1329
340,1321
341,1283
342,1261
343,1311
344,1281
345,1234
346,1150
347,1196
348,1161
349,1106
350,1143
351,1127
352,1092
353,1077
354,1096
355,1013
356,1081
357,1000
358,970
359,1029
360,1002
361,961
362,918
363,940
364,904
365,892
366,909
367,875
368,826
369,875
370,827
371,838
372,869
373,843
374,809
375,738
376,755
377,807
378,775
379,778
380,751
381,767
382,719
383,712
384,714
385,716
386,664
387,685
388,658
389,658
390,665
391,588
392,606
393,599
394,604
395,644
396,581
397,613
398,561
399,550
400,511
401,535
402,573
403,575
404,503
405,533
406,522
407,495
408,492
409,524
410,495
411,486
412,487
413,421
414,452
415,438
416,461
417,458
418,435
419,439
420,461
421,447
422,413
423,412
424,397
425,424
426,390
427,404
428,404
429,367
430,329
431,354
432,382
433,375
434,336
435,356
436,351
437,382
438,327
439,371
440,307
441,294
442,300
443,329
444,342
445,308
446,299
447,278
448,298
449,323
450,270
451,268
452,293
453,305
454,272
455,303
456,244
457,262
458,264
459,249
460,239
461,263
462,242
463,224
464,232
465,237
466,247
467,239
468,226
469,228
470,251
471,228
472,214
473,216
474,191
475,236
476,212
477,201
478,202
479,206
480,180
481,185
482,189
483,194
484,175
485,189
486,185
487,182
488,176
489,160
490,151
491,149
492,166
493,153
494,172
495,161
496,136
497,166
498,150
499,142
500,145
501,158
502,156
503,142
504,154
505,135
506,146
507,126
508,133
509,124
510,143
511,153
512,139
513,144
514,124
515,134
516,126
517,102
518,136
519,135
520,115
521,111
522,105
523,116
524,96
525,102
526,110
527,109
528,110
529,103
530,86
531,91
532,97
533,81
534,99
535,92
536,90
537,117
538,105
539,102
540,98
541,80
542,98
543,87
544,86
545,87
546,82
547,76
548,97
549,78
550,85
551,95
552,81
553,73
554,66
555,85
556,61
557,73
558,64
559,62
560,65
561,71
562,67
563,76
564,57
565,63
566,65
567,71
568,63
569,51
570,56
571,72
572,56
573,53
574,50
575,75
576,65
577,41
578,57
579,44
580,57
581,53
582,49
583,57
584,49
585,41
586,58
587,52
588,38
589,38
590,48
591,34
592,38
593,49
594,49
595,38
596,41
597,40
598,35
599,41
600,0
601,0
602,0
603,0
