PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,22243
8,21659
9,20917
10,20462
11,19945
12,19413
13,18905
14,18504
15,18030
16,17569
17,17419
18,16941
19,16515
20,16186
21,15836
22,15680
23,15393
24,15207
25,14715
26,14612
27,14422
28,13903
29,13657
30,13665
31,13289
32,13195
33,12783
34,12531
35,12393
36,12181
37,11764
38,11757
39,11397
40,11257
41,11209
42,10756
43,10734
44,10707
45,10180
46,10101
47,10131
48,9844
49,9599
50,9611
51,9375
52,9146
53,9071
54,8867
55,8759
56,8549
57,8447
58,8191
59,8323
60,7887
61,7868
62,7972
63,7580
64,7585
65,7417
66,7355
67,7202
68,7238
69,6928
70,6745
71,6630
72,6600
73,6346
74,6392
75,6224
76,6238
77,6080
78,5950
79,5797
80,5919
81,5726
82,5617
83,5636
84,5335
85,5209
86,5421
87,5210
88,5102
89,5107
90,4888
91,4905
92,4862
93,4646
94,4713
95,4625
96,4325
97,4383
98,4489
99,4352
100,4218
101,4273
102,4195
103,3981
104,4033
105,4011
106,3867
107,3811
108,3742
109,3753
110,3734
111,3560
112,3386
113,3501
114,3407
115,3408
116,3341
117,3218
118,3191
119,3267
120,3102
121,3051
122,3079
123,3037
124,3051
125,3016
126,2811
127,2814
128,2861
129,2710
130,2720
131,2772
132,2625
133,2576
134,2515
135,2578
136,2462
137,2477
138,2398
139,2454
140,2453
141,2326
142,2353
143,2237
144,2230
145,2257
146,2157
147,2131
148,2114
149,2105
150,2060
151,2026
152,1959
153,1931
154,1962
155,1942
156,1835
157,1900
158,1813
159,1791
160,1771
161,1773
162,1713
163,1654
164,1672
165,1623
166,1550
167,1653
168,1571
169,1572
170,1550
171,1520
172,1536
173,1452
174,1412
175,1409
176,1431
177,1373
178,1381
179,1373
180,1386
181,1344
182,1271
183,1281
184,1195
185,1296
186,1241
187,1222
188,1186
189,1215
190,1150
191,1171
192,1148
193,1097
194,1049
195,1070
196,1058
197,1141
198,1069
199,1070
200,1021
201,984
202,1011
203,988
204,927
205,914
206,937
207,894
208,888
209,905
210,925
211,859
212,867
213,864
214,854
215,843
216,791
217,789
218,799
219,845
220,784
221,802
222,751
223,766
224,765
225,761
226,706
227,727
228,674
229,677
230,688
231,718
232,628
233,670
234,606
235,656
236,667
237,627
238,638
239,633
240,603
241,613
242,613
243,602
244,579
245,574
246,550
247,536
248,566
249,528
250,462
251,544
252,560
253,556
254,504
255,545
256,541
257,514
258,453
259,510
260,477
261,484
262,447
263,436
264,444
265,484
266,463
267,427
268,424
269,425
270,415
271,419
272,421
273,368
274,359
275,412
276,397
277,398
278,376
279,380
280,381
281,369
282,333
283,375
284,368
285,375
286,340
287,344
288,325
289,354
290,345
291,315
292,328
293,339
294,320
295,305
296,310
297,301
298,282
299,299
300,330
301,284
302,314
303,265
304,277
305,288
306,308
307,273
308,264
309,267
310,293
311,279
312,249
313,241
314,283
315,250
316,296
317,234
318,255
319,226
320,238
321,257
322,237
323,235
324,241
325,232
326,216
327,251
328,219
329,225
330,200
331,215
332,224
333,216
334,247
335,218
336,179
337,225
338,222
339,199
340,214
341,191
342,220
343,222
344,187
345,186
346,163
347,208
348,167
349,158
350,178
351,190
352,198
353,215
354,201
355,191
356,209
357,171
358,184
359,198
360,169
361,187
362,174
363,178
364,191
365,194
366,191
367,194
368,184
369,195
370,202
371,200
372,187
373,189
374,220
375,233
376,228
377,223
378,274
379,214
380,239
381,242
382,256
383,235
384,244
385,247
386,232
387,224
388,239
389,226
390,246
391,192
392,228
393,183
394,209
395,227
396,203
397,248
398,198
399,207
400,197
401,203
402,192
403,233
404,188
405,190
406,200
407,209
408,198
409,183
410,195
411,195
412,177
413,167
414,176
415,179
416,198
417,199
418,186
419,209
420,158
421,181
422,157
423,190
424,155
425,168
426,185
427,155
428,166
429,138
430,152
431,129
432,158
433,152
434,146
435,152
436,151
437,166
438,129
439,162
440,132
441,129
442,126
443,167
444,165
445,149
446,143
447,141
448,151
449,161
450,121
451,128
452,131
453,123
454,120
455,119
456,93
457,142
458,122
459,116
460,100
461,127
462,98
463,108
464,122
465,109
466,126
467,123
468,121
469,93
470,136
471,111
472,101
473,99
474,96
475,96
476,97
477,105
478,98
479,96
480,86
