PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,70930
13,68883
14,66732
15,63527
16,61188
17,59256
18,56073
19,54147
20,52798
21,50100
22,48424
23,47293
24,44812
25,42714
26,41867
27,40000
28,38205
29,37938
30,35669
31,34592
32,33477
33,32162
34,31189
35,30383
36,28906
37,27394
38,27255
39,25619
40,24813
41,24407
42,23284
43,22188
44,21995
45,20717
46,20100
47,19979
48,18835
49,17998
50,17638
51,16769
52,16425
53,16157
54,15050
55,14676
56,14376
57,13804
58,13421
59,13101
60,12373
61,12126
62,11812
63,11456
64,11085
65,10894
66,10227
67,9696
68,9867
69,9248
70,8987
71,8916
72,8407
73,8272
74,8177
75,7698
76,7388
77,7531
78,6979
79,6697
80,6625
81,6337
82,6215
83,6125
84,5774
85,5508
86,5637
87,5235
88,5091
89,4956
90,4814
91,4710
92,4686
93,4358
94,4262
95,4281
96,4011
97,3795
98,3878
99,3708
100,3460
101,3608
102,3387
103,3257
104,3167
105,2965
106,2963
107,2941
108,2804
109,2620
110,2733
111,2484
112,2481
113,2538
114,2371
115,2297
116,2368
117,2231
118,2160
119,2197
120,1958
121,1942
122,2011
123,1793
124,1784
125,1884
126,1634
127,1685
128,1656
129,1631
130,1580
131,1536
132,1427
133,1415
134,1459
135,1349
136,1289
137,1349
138,1228
139,1264
140,1294
141,1165
142,1120
143,1142
144,1051
145,1083
146,1077
147,961
148,995
149,1022
150,927
151,910
152,965
153,874
154,865
155,874
156,783
157,746
158,818
159,737
160,815
161,746
162,725
163,695
164,705
165,647
166,662
167,683
168,596
169,592
170,612
171,577
172,576
173,595
174,525
175,540
176,578
177,598
178,520
179,588
180,508
181,528
182,560
183,548
184,543
185,567
186,560
187,521
188,578
189,579
190,586
191,654
192,550
193,552
194,634
195,532
196,590
197,603
198,534
199,588
200,566
201,545
202,565
203,590
204,561
205,508
206,540
207,459
208,475
209,494
210,453
211,436
212,486
213,437
214,467
215,478
216,431
217,466
218,423
219,370
220,375
221,392
222,412
223,348
224,409
225,335
226,336
227,337
228,333
229,306
230,357
231,313
232,337
233,314
234,298
235,268
236,317
237,289
238,268
239,270
240,267
241,270
242,276
243,259
244,241
245,263
246,245
247,256
248,257
249,235
250,212
251,260
252,203
253,208
254,218
255,200
256,225
257,208
258,176
259,176
260,179
261,165
262,181
263,191
264,187
265,144
266,175
267,160
268,145
269,157
270,145
271,168
272,151
273,146
274,145
275,133
276,143
277,133
278,140
279,130
280,125
281,137
282,138
283,124
284,137
285,116
286,122
287,130
288,97
289,119
290,132
291,108
292,115
293,116
294,109
295,103
296,124
297,106
298,100
299,103
300,92
301,95
302,94
303,89
304,95
305,98
306,77
307,89
308,92
309,93
310,88
311,112
312,68
313,57
314,86
315,74
316,61
317,87
318,79
319,66
320,85
321,69
322,67
323,72
324,70
325,55
326,65
327,56
328,55
329,71
330,67
331,62
332,65
333,73
334,60
335,47
336,67
337,53
338,67
339,42
340,54
341,60
342,41
343,42
344,49
345,44
346,49
347,47
348,50
349,33
350,70
351,39
352,48
353,37
354,45
355,42
356,48
357,53
358,41
359,48
360,38
361,38
362,29
363,39
364,44
365,37
366,50
367,34
368,27
369,38
370,44
371,29
372,31
373,33
374,33
375,34
376,25
377,47
378,44
379,30
380,25
381,23
382,24
383,28
384,24
385,23
386,32
387,28
388,27
389,20
390,29
391,31
392,16
393,22
394,21
395,34
396,22
397,29
398,26
399,27
400,15
401,20
402,30
403,33
404,21
405,27
406,17
407,24
408,22
409,19
410,29
411,24
412,12
413,20
414,15
415,15
416,24
417,22
418,18
419,8
420,18
421,17
422,28
423,19
424,22
425,15
426,15
427,21
428,23
429,17
430,19
431,17
432,20
433,15
434,13
435,14
436,15
437,12
438,13
439,12
440,11
441,17
442,11
443,13
444,19
445,17
446,14
447,9
448,11
449,11
450,5
451,10
452,12
453,6
454,12
455,12
456,12
457,13
458,9
459,14
460,13
461,11
462,11
463,12
464,12
465,11
466,12
467,14
468,7
469,6
470,9
471,10
472,7
473,12
474,13
475,8
476,5
477,8
478,7
479,9
480,13
481,7
482,9
483,14
484,9
485,10
486,13
487,8
488,8
489,6
490,7
491,8
492,12
493,5
494,16
