PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,143821
21,114262
22,99361
23,93872
24,73036
25,63308
26,61676
27,47866
28,41960
29,42452
30,32357
31,29060
32,30355
33,22865
34,20670
35,22341
36,16638
37,15217
38,17198
39,12647
40,11614
41,13224
42,10029
43,9138
44,10541
45,7909
46,7302
47,8497
48,6367
49,5990
50,7061
51,5265
52,4873
53,5719
54,4323
55,4050
56,4890
57,3627
58,3404
59,4139
60,3121
61,3085
62,3537
63,2654
64,2540
65,3069
66,2371
67,2215
68,2667
69,1975
70,1949
71,2423
72,1850
73,1803
74,2051
75,1680
76,1572
77,1868
78,1553
79,1518
80,1958
81,1615
82,1494
83,1952
84,1518
85,1492
86,1866
87,1381
88,1386
89,1639
90,1322
91,1285
92,1478
93,1207
94,1153
95,1251
96,1044
97,1063
98,1177
99,909
100,901
101,948
102,781
103,850
104,894
105,776
106,713
107,834
108,662
109,672
110,744
111,649
112,593
113,668
114,588
115,537
116,623
117,533
118,513
119,532
120,507
121,461
122,458
123,439
124,401
125,446
126,401
127,351
128,419
129,379
130,338
131,395
132,326
133,297
134,289
135,313
136,287
137,324
138,253
139,258
140,283
141,248
142,247
143,253
144,233
145,229
146,244
147,202
148,189
149,233
150,203
151,178
152,209
153,183
154,182
155,186
156,173
157,158
158,174
159,182
160,170
161,171
162,136
163,142
164,145
165,143
166,129
167,134
168,119
169,117
170,138
171,112
172,117
173,118
174,113
175,110
176,101
177,89
178,112
179,122
180,92
181,103
182,105
183,90
184,121
185,85
186,73
187,83
188,85
189,96
190,83
191,68
192,85
193,83
194,82
195,62
196,72
197,74
198,55
199,60
200,80
201,68
202,71
203,43
204,51
205,73
206,67
207,69
208,50
209,62
210,60
211,56
212,59
213,56
214,56
215,60
216,38
217,53
218,56
219,45
220,48
221,42
222,52
223,36
224,59
225,40
226,41
227,51
228,42
229,48
230,56
231,41
232,29
233,40
234,37
235,33
236,39
237,49
238,32
239,48
240,28
241,24
242,29
243,22
244,24
245,34
246,28
247,34
248,31
249,24
250,31
251,32
252,25
253,18
254,30
255,29
256,28
257,22
258,19
259,22
260,27
261,26
262,35
263,26
264,20
265,19
266,25
267,21
268,18
269,22
270,22
271,27
272,17
273,25
274,17
275,25
276,13
277,17
278,15
279,15
280,16
281,21
282,14
283,18
284,24
285,16
286,9
287,17
288,12
289,19
290,14
291,19
292,15
293,17
294,11
295,15
296,13
297,11
298,14
299,20
300,9
301,14
302,13
303,9
304,13
305,12
306,18
307,18
308,9
309,12
310,14
311,6
312,11
313,12
314,11
315,11
316,12
317,9
318,12
319,14
320,6
321,14
322,6
323,7
324,10
325,8
326,7
327,11
328,13
329,9
330,10
331,9
332,13
333,10
334,1
335,6
336,10
337,10
338,4
339,4
340,6
341,6
342,8
343,7
344,6
345,7
346,9
347,7
348,10
349,10
350,8
351,2
352,8
353,5
354,5
355,8
356,10
357,3
358,3
359,9
360,6
361,4
362,5
363,5
364,8
365,9
366,4
367,5
368,2
369,4
370,7
371,9
372,6
373,5
374,10
375,6
376,7
377,2
378,7
379,5
380,3
381,2
382,4
383,5
384,2
385,4
386,7
387,4
388,4
389,3
390,6
391,1
392,4
393,5
394,7
395,2
396,4
397,4
398,4
399,6
400,6
401,1
402,4
403,6
404,1
405,6
406,6
407,4
408,2
409,0
410,6
411,7
412,3
413,7
414,7
415,1
416,4
417,4
418,3
419,3
420,3
421,5
422,5
423,1
424,1
425,2
426,0
427,5
428,2
429,1
430,2
431,2
432,0
433,3
434,2
435,5
436,3
437,1
438,3
439,2
440,1
441,1
442,1
443,2
444,2
445,1
446,7
447,3
448,1
449,3
450,4
451,4
452,2
453,2
454,0
455,3
456,5
457,1
458,2
459,2
460,1
461,1
462,1
463,1
464,2
465,3
466,3
467,2
468,0
469,2
470,1
471,0
472,2
473,2
474,1
475,1
476,2
477,3
478,0
479,0
480,0
481,1
482,2
483,3
484,1
485,1
486,0
487,1
488,1
489,3
490,3
491,3
492,0
493,0
494,1
495,1
496,3
497,0
498,2
499,2
500,1
501,2
502,0
503,3
504,1
505,4
506,1
507,1
508,1
509,2
