PCS length (L),Number of PCS of Length L
0,0
1,60653098
2,46176741
3,35622156
4,27588125
5,21557327
6,16642449
7,13079573
8,10420826
9,8169079
10,6483142
11,5248936
12,4126226
13,3319966
14,2726727
15,2149352
16,1736982
17,1449398
18,1140540
19,929733
20,794628
21,623456
22,514558
23,452010
24,352078
25,294177
26,264970
27,205899
28,174456
29,163001
30,124112
31,106501
32,103863
33,79318
34,68310
35,69300
36,51701
37,45683
38,47522
39,35667
40,31458
41,34345
42,25317
43,22668
44,25290
45,18469
46,16670
47,19122
48,13784
49,12865
50,14741
51,10634
52,9821
53,11641
54,8321
55,7825
56,9356
57,6671
58,6355
59,7654
60,5463
61,5012
62,6293
63,4536
64,4279
65,4945
66,3659
67,3432
68,4300
69,3096
70,2881
71,3617
72,2566
73,2450
74,3021
75,2312
76,2129
77,2502
78,1898
79,1827
80,2206
81,1653
82,1587
83,1844
84,1422
85,1432
86,1669
87,1207
88,1184
89,1347
90,1028
91,1101
92,1167
93,966
94,901
95,1019
96,839
97,791
98,968
99,737
100,694
101,833
102,681
103,637
104,768
105,608
106,526
107,615
108,519
109,497
110,573
111,471
112,509
113,483
114,433
115,412
116,459
117,379
118,416
119,405
120,356
121,337
122,375
123,317
124,321
125,335
126,299
127,237
128,311
129,239
130,291
131,248
132,247
133,222
134,252
135,216
136,213
137,230
138,190
139,197
140,200
141,187
142,188
143,216
144,202
145,165
146,176
147,169
148,166
149,181
150,167
151,131
152,149
153,126
154,147
155,145
156,119
157,133
158,138
159,118
160,106
161,113
162,111
163,93
164,111
165,97
166,94
167,98
168,94
169,97
170,102
171,82
172,69
173,106
174,100
175,76
176,80
177,76
178,82
179,80
180,84
181,71
182,79
183,74
184,65
185,72
186,64
187,64
188,62
189,69
190,58
191,66
192,54
193,52
194,70
195,56
196,53
197,52
198,53
199,59
200,49
201,30
202,50
203,41
204,45
205,34
206,37
207,48
208,36
209,39
210,40
211,37
212,46
213,44
214,37
215,34
216,32
217,29
218,42
219,31
220,27
221,35
222,42
223,24
224,30
225,28
226,26
227,30
228,26
229,26
230,28
231,29
232,23
233,16
234,32
235,30
236,30
237,43
238,31
239,25
240,20
241,19
242,27
243,20
244,21
245,12
246,25
247,21
248,18
249,15
250,16
251,17
252,25
253,13
254,24
255,17
256,17
257,24
258,21
259,14
260,12
261,15
262,12
263,17
264,16
265,15
266,15
267,18
268,13
269,11
270,11
271,17
272,17
273,15
274,11
275,19
276,16
277,11
278,7
279,13
280,15
281,12
282,11
283,12
284,12
285,11
286,12
287,12
288,14
289,9
290,12
291,9
292,8
293,6
294,9
295,3
296,5
297,11
298,12
299,10
300,9
301,12
302,8
303,9
304,8
305,13
306,8
307,7
308,9
309,7
310,6
311,13
312,6
313,9
314,10
315,8
316,8
317,5
318,3
319,5
320,5
321,3
322,8
323,5
324,7
325,6
326,9
327,16
328,5
329,10
330,3
331,4
332,4
333,4
334,3
335,8
336,4
337,6
338,5
339,5
340,8
341,2
342,12
343,4
344,8
345,7
346,5
347,3
348,8
349,5
350,8
351,4
352,8
353,4
354,7
355,6
356,1
357,1
358,5
359,2
360,7
361,4
362,4
363,5
364,1
365,4
366,4
367,8
368,3
369,6
370,2
371,2
372,5
373,1
374,2
375,4
376,6
377,4
378,3
379,1
380,2
381,2
382,5
383,6
384,5
385,0
386,5
387,3
388,2
389,1
390,2
391,6
392,3
393,5
394,3
395,0
396,3
397,1
398,4
399,1
400,2
401,4
402,4
403,3
404,2
405,1
406,4
407,4
408,3
409,1
410,3
411,4
412,4
413,5
414,2
415,1
416,5
417,3
418,1
419,1
420,0
421,1
422,0
423,1
424,2
425,1
426,2
427,2
428,0
429,4
430,2
431,3
432,3
433,2
434,2
435,1
436,2
437,0
438,3
439,5
440,2
441,1
442,2
443,0
444,1
445,2
446,2
447,2
448,3
449,3
450,3
451,3
452,0
453,2
454,4
455,2
456,2
457,1
458,3
459,1
460,2
461,0
462,1
463,2
464,1
465,0
466,0
467,1
468,2
469,1
470,0
471,3
472,1
473,4
474,1
475,2
