PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,3076
21,2971
22,2876
23,2896
24,2867
25,2699
26,2707
27,2656
28,2597
29,2644
30,2584
31,2459
32,2495
33,2422
34,2306
35,2297
36,2364
37,2202
38,2107
39,2098
40,2146
41,2007
42,2066
43,2052
44,2043
45,1894
46,1914
47,1817
48,1904
49,1840
50,1837
51,1798
52,1742
53,1713
54,1729
55,1584
56,1665
57,1613
58,1601
59,1567
60,1538
61,1505
62,1446
63,1458
64,1489
65,1474
66,1389
67,1322
68,1418
69,1305
70,1251
71,1330
72,1233
73,1251
74,1329
75,1216
76,1237
77,1152
78,1223
79,1129
80,1182
81,1169
82,1076
83,1116
84,1067
85,1010
86,1038
87,996
88,995
89,1014
90,970
91,946
92,984
93,907
94,901
95,921
96,876
97,898
98,850
99,818
100,840
101,859
102,847
103,806
104,813
105,813
106,756
107,738
108,708
109,725
110,774
111,673
112,676
113,713
114,674
115,706
116,677
117,650
118,631
119,630
120,611
121,653
122,666
123,617
124,586
125,600
126,556
127,559
128,567
129,524
130,530
131,557
132,521
133,518
134,518
135,528
136,491
137,506
138,444
139,500
140,504
141,463
142,510
143,476
144,434
145,517
146,456
147,419
148,450
149,414
150,398
151,408
152,383
153,366
154,391
155,395
156,349
157,390
158,389
159,325
160,368
161,367
162,346
163,373
164,356
165,319
166,294
167,330
168,325
169,292
170,345
171,319
172,327
173,310
174,278
175,285
176,288
177,288
178,269
179,263
180,294
181,278
182,302
183,286
184,226
185,280
186,272
187,213
188,241
189,221
190,263
191,283
192,246
193,232
194,239
195,241
196,232
197,239
198,241
199,235
200,210
201,220
202,221
203,201
204,198
205,221
206,207
207,189
208,200
209,205
210,211
211,209
212,197
213,177
214,172
215,186
216,167
217,169
218,169
219,165
220,182
221,198
222,196
223,169
224,161
225,165
226,175
227,156
228,143
229,136
230,161
231,160
232,132
233,131
234,134
235,142
236,151
237,130
238,147
239,140
240,132
241,133
242,133
243,129
244,123
245,147
246,132
247,122
248,115
249,105
250,123
251,125
252,120
253,118
254,113
255,108
256,132
257,124
258,95
259,135
260,112
261,106
262,105
263,100
264,100
265,100
266,111
267,94
268,92
269,123
270,93
271,94
272,94
273,85
274,83
275,90
276,91
277,98
278,91
279,77
280,75
281,84
282,86
283,91
284,91
285,82
286,85
287,68
288,70
289,87
290,79
291,60
292,69
293,76
294,59
295,61
296,59
297,80
298,74
299,81
300,79
301,66
302,76
303,54
304,62
305,63
306,80
307,54
308,57
309,72
310,59
311,64
312,45
313,47
314,66
315,45
316,61
317,44
318,49
319,52
320,48
321,75
322,62
323,63
324,51
325,53
326,59
327,42
328,47
329,52
330,58
331,51
332,47
333,41
334,62
335,48
336,42
337,42
338,55
339,48
340,39
341,48
342,52
343,43
344,49
345,37
346,45
347,36
348,37
349,34
350,30
351,37
352,35
353,44
354,35
355,43
356,46
357,37
358,30
359,45
360,41
361,32
362,28
363,25
364,47
365,43
366,28
367,34
368,36
369,39
370,30
371,33
372,29
373,36
374,35
375,32
376,29
377,30
378,36
379,23
380,25
381,32
382,29
383,40
384,38
385,25
386,41
387,32
388,29
389,23
390,34
391,16
392,30
393,26
394,35
395,25
396,26
397,35
398,21
399,24
400,21
401,28
402,25
403,33
404,19
405,23
406,24
407,22
408,38
409,16
410,24
411,26
412,24
413,22
414,22
415,21
416,20
417,29
418,27
419,19
420,26
421,19
422,27
423,15
424,19
425,19
426,30
427,17
428,26
429,23
430,17
431,18
432,20
433,17
434,21
435,13
436,16
437,20
438,13
439,16
440,23
441,21
442,21
443,19
444,29
445,22
446,18
447,19
448,19
449,15
450,18
451,17
452,14
453,18
454,20
455,24
456,14
457,14
458,28
459,22
460,13
461,23
462,24
463,24
464,15
465,23
466,18
467,29
468,25
469,26
470,33
471,24
472,31
473,16
474,19
475,35
476,25
477,26
478,17
479,22
480,16
481,31
482,23
483,25
484,16
485,26
486,28
487,24
488,40
489,21
490,22
491,27
492,23
493,20
494,32
495,21
496,18
497,26
498,15
499,20
500,26
501,25
502,30
503,34
504,29
505,24
506,23
507,10
508,19
509,21
510,25
511,27
