PCS length (L),Number of PCS of Length L
0,0
1,50783163
2,36738520
3,26630271
4,19481827
5,14448838
6,10484311
7,7812580
8,5995908
9,4412523
10,3340722
11,2645753
12,1953633
13,1512862
14,1245234
15,916444
16,723093
17,623225
18,457816
19,368440
20,336461
21,243589
22,201908
23,194419
24,139586
25,117897
26,120870
27,85278
28,73231
29,79366
30,55363
31,49061
32,54571
33,37469
34,33735
35,38883
36,26881
37,24574
38,28906
39,19734
40,18010
41,21950
42,14915
43,13784
44,16717
45,11669
46,10637
47,13243
48,9119
49,8441
50,10442
51,7250
52,6651
53,8239
54,5785
55,5389
56,6764
57,4742
58,4557
59,5624
60,4074
61,3672
62,4638
63,3321
64,3039
65,3808
66,2820
67,2665
68,3150
69,2292
70,2267
71,2614
72,2042
73,1948
74,2245
75,1711
76,1621
77,1889
78,1474
79,1472
80,1714
81,1294
82,1256
83,1410
84,1156
85,1083
86,1265
87,1004
88,921
89,1060
90,860
91,810
92,920
93,787
94,742
95,841
96,711
97,640
98,728
99,592
100,541
101,667
102,515
103,520
104,573
105,455
106,449
107,523
108,418
109,444
110,509
111,414
112,362
113,419
114,306
115,392
116,353
117,311
118,340
119,374
120,318
121,278
122,287
123,232
124,275
125,260
126,246
127,268
128,274
129,231
130,246
131,221
132,201
133,214
134,225
135,171
136,187
137,212
138,184
139,176
140,181
141,172
142,161
143,179
144,154
145,140
146,159
147,119
148,143
149,113
150,125
151,121
152,155
153,142
154,109
155,139
156,128
157,94
158,113
159,118
160,106
161,103
162,81
163,100
164,109
165,74
166,77
167,93
168,93
169,86
170,96
171,68
172,89
173,88
174,79
175,74
176,60
177,70
178,71
179,79
180,76
181,49
182,56
183,65
184,62
185,50
186,76
187,54
188,53
189,50
190,66
191,44
192,53
193,47
194,48
195,49
196,53
197,50
198,54
199,37
200,37
201,51
202,42
203,38
204,41
205,44
206,46
207,31
208,35
209,42
210,38
211,35
212,44
213,44
214,29
215,44
216,34
217,33
218,28
219,31
220,26
221,25
222,33
223,35
224,29
225,33
226,23
227,25
228,31
229,28
230,19
231,16
232,28
233,24
234,19
235,26
236,30
237,16
238,21
239,33
240,18
241,20
242,22
243,19
244,14
245,18
246,18
247,18
248,25
249,16
250,22
251,24
252,23
253,19
254,15
255,14
256,13
257,17
258,17
259,13
260,22
261,23
262,16
263,16
264,23
265,10
266,15
267,11
268,12
269,16
270,13
271,12
272,12
273,12
274,7
275,21
276,7
277,11
278,12
279,10
280,12
281,16
282,11
283,14
284,14
285,12
286,13
287,12
288,9
289,5
290,15
291,10
292,12
293,11
294,10
295,14
296,7
297,6
298,10
299,8
300,5
301,10
302,14
303,6
304,8
305,13
306,15
307,10
308,4
309,6
310,6
311,9
312,5
313,7
314,8
315,12
316,6
317,4
318,9
319,5
320,8
321,7
322,5
323,10
324,9
325,11
326,5
327,12
328,5
