PCS length (L),Number of PCS of Length L
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,728373
21,96609
22,41121
23,331101
24,43671
25,32261
26,30421
27,161237
28,30675
29,60715394
30,27501
31,20646
32,20480
33,19265
34,75470
35,14062
36,15502
37,12452
38,17605
39,16644
40,9916
41,10846
42,9447
43,10996
44,23707
45,7896
46,7455
47,19315
48,6869
49,173916
50,9275
51,6328
52,5729
53,7807
54,5788
55,5973
56,4646
57,14429
58,3817
59,3836
60,4540
61,4059
62,4839
63,3312
64,4684
65,29002
66,2683
67,2540
68,2404
69,2380
70,2329
71,2126
72,2085
73,2490
74,2275
75,2541
76,1646
77,2274
78,1680
79,1523
80,1438
81,1344
82,1279
83,1460
84,1105
85,1092
86,1179
87,1087
88,974
89,906
90,1520
91,874
92,836
93,750
94,795
95,731
96,695
97,626
98,652
99,606
100,580
101,527
102,587
103,533
104,596
105,490
106,434
107,530
108,415
109,408
110,491
111,345
112,375
113,341
114,347
115,340
116,304
117,293
118,290
119,251
120,261
121,253
122,246
123,248
124,219
125,225
126,191
127,223
128,210
129,200
130,175
131,180
132,178
133,168
134,135
135,136
136,142
137,150
138,107
139,131
140,118
141,134
142,98
143,94
144,121
145,99
146,103
147,93
148,92
149,77
150,86
151,100
152,67
153,88
154,76
155,80
156,67
157,72
158,79
159,65
160,62
161,42
162,52
163,63
164,47
165,64
166,48
167,40
168,43
169,48
170,50
171,34
172,53
173,62
174,49
175,43
176,45
177,34
178,21
179,37
180,31
181,41
182,37
183,29
184,29
185,26
186,34
187,28
188,30
189,20
190,40
191,24
192,25
193,22
194,33
195,14
196,23
197,30
198,19
199,21
200,17
201,18
202,30
203,17
204,24
205,16
206,18
207,18
208,22
209,18
210,17
211,10
212,18
213,11
214,17
215,33
216,14
217,10
218,12
219,13
220,11
221,12
222,13
223,14
224,11
225,9
226,8
227,10
228,8
229,8
230,8
231,13
232,9
233,7
234,13
235,15
236,10
237,7
238,7
239,7
240,7
241,6
242,7
243,5
244,7
245,7
246,13
247,4
248,6
249,7
250,8
251,7
252,5
253,1
254,8
255,4
256,4
257,6
258,7
259,6
260,3
261,3
262,9
263,4
264,3
265,4
266,7
267,1
268,4
269,3
270,6
271,4
272,9
273,5
274,2
275,5
276,4
277,4
278,5
279,6
280,3
281,6
282,3
283,5
284,2
285,3
286,1
287,2
288,2
289,8
290,5
291,1
292,5
293,1
294,2
295,3
296,4
297,0
298,2
299,1
300,4
301,4
302,1
303,1
304,1
305,1
306,4
307,2
308,0
309,2
310,2
311,3
312,3
313,1
314,3
315,2
316,4
317,1
318,4
319,3
320,3
321,1
322,1
323,2
324,1
325,0
326,2
327,5
328,0
329,1
330,3
331,1
332,2
333,1
334,1
335,0
336,0
337,2
338,2
339,2
340,2
341,0
342,2
343,1
344,0
345,2
346,2
347,3
348,1
349,1
350,1
351,1
352,2
353,0
354,3
355,2
356,1
357,3
358,2
359,1
360,0
361,0
362,2
363,1
364,1
365,2
366,0
367,1
368,1
369,0
370,1
371,1
372,0
373,1
374,1
375,2
376,1
377,0
378,0
379,1
380,1
381,0
382,1
383,1
384,0
385,0
386,0
387,0
388,2
389,1
390,1
391,0
392,0
393,0
394,1
395,0
396,0
397,0
398,0
399,1
400,0
401,0
402,0
403,1
404,0
405,1
406,0
407,1
408,0
409,1
410,1
411,1
412,2
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,1
421,1
422,0
423,1
424,0
425,0
426,1
427,0
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,1
456,0
457,1
458,0
459,0
460,0
461,1
462,0
463,0
464,1
465,0
466,0
467,0
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,1
476,0
477,0
478,0
479,0
480,0
481,1
482,0
483,1
484,0
485,0
486,0
487,1
488,1
489,0
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,0
498,0
499,2
500,0
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,1
509,0
510,0
511,0
