PCS length (L),Number of PCS of Length L
0,0
1,708743
2,644139
3,596218
4,562565
5,537945
6,507153
7,487315
8,469905
9,448883
10,432157
11,416360
12,400047
13,387616
14,376502
15,364334
16,353573
17,345670
18,334122
19,324747
20,317733
21,308370
22,299863
23,294144
24,285257
25,279250
26,273541
27,265693
28,258916
29,254656
30,248378
31,242684
32,237333
33,231705
34,225972
35,221900
36,217360
37,211270
38,208053
39,202046
40,198163
41,194375
42,189204
43,186590
44,183313
45,177815
46,175137
47,171622
48,167849
49,163982
50,162357
51,157882
52,154780
53,151862
54,148530
55,145678
56,144039
57,140659
58,137986
59,135531
60,132079
61,129754
62,127515
63,124706
64,122520
65,120405
66,117662
67,115288
68,114554
69,110204
70,108338
71,106784
72,104018
73,102431
74,101122
75,99181
76,97395
77,95692
78,93698
79,90881
80,90462
81,87866
82,86356
83,84942
84,83092
85,81568
86,81159
87,79166
88,77569
89,76092
90,74420
91,73490
92,72587
93,70172
94,69516
95,68477
96,67331
97,65787
98,64915
99,63296
100,62382
101,61683
102,60638
103,59121
104,58141
105,57058
106,55866
107,55693
108,53731
109,53197
110,52380
111,50908
112,50238
113,49705
114,48349
115,47361
116,47185
117,45987
118,45299
119,44952
120,43828
121,42999
122,42451
123,41340
124,40711
125,40240
126,39121
127,38483
128,38108
129,37265
130,36410
131,36488
132,35342
133,34879
134,34418
135,33747
136,33011
137,32632
138,32261
139,31328
140,30970
141,30019
142,29685
143,29582
144,29060
145,28173
146,28054
147,27493
148,26950
149,26717
150,26132
151,25647
152,25428
153,24747
154,24284
155,23911
156,23429
157,23090
158,22855
159,22450
160,21859
161,21878
162,21322
163,21024
164,20557
165,20309
166,19845
167,19880
168,19116
169,19025
170,18622
171,18311
172,18007
173,17859
174,17369
175,17112
176,17237
177,16680
178,16373
179,16065
180,15889
181,15744
182,15243
183,15196
184,14784
185,14698
186,14373
187,14359
188,13859
189,13639
190,13486
191,13257
192,12974
193,12858
194,12490
195,12353
196,12118
197,12108
198,11811
199,11892
200,11472
201,11322
202,11065
203,10854
204,10748
205,10596
206,10423
207,10371
208,10139
209,10145
210,9830
211,9713
212,9387
213,9462
214,9326
215,9209
216,8904
217,8686
218,8796
219,8629
220,8404
221,8295
222,8194
223,8063
224,8020
225,7813
226,7601
227,7627
228,7512
229,7204
230,7288
231,7067
232,7047
233,6858
234,6669
235,6608
236,6733
237,6410
238,6311
239,6286
240,6273
241,5986
242,5976
243,5912
244,5792
245,5848
246,5569
247,5378
248,5557
249,5275
250,5357
251,5235
252,5221
253,5127
254,5092
255,4869
256,4931
257,4740
258,4548
259,4640
260,4618
261,4585
262,4548
263,4278
264,4321
265,4275
266,4182
267,4219
268,4167
269,4063
270,3916
271,3976
272,3793
273,3681
274,3727
275,3724
276,3600
277,3482
278,3531
279,3335
280,3379
281,3393
282,3238
283,3283
284,3241
285,3209
286,3118
287,3037
288,2915
289,3098
290,2991
291,2832
292,2837
293,2772
294,2812
295,2678
296,2634
297,2601
298,2629
299,2655
300,2531
301,2482
302,2423
303,2399
304,2321
305,2386
306,2346
307,2340
308,2296
309,2273
310,2217
311,2146
312,2097
313,2111
314,2142
315,1977
316,2006
317,1943
318,1953
319,1966
320,1951
321,1937
322,1889
323,1773
324,1823
325,1769
326,1756
327,1766
328,1660
329,1756
330,1658
331,1611
332,1698
333,1610
334,1591
335,1542
336,1516
337,1506
338,1576
339,1467
340,1452
341,1418
342,1412
343,1414
344,1399
345,1375
346,1261
347,1330
348,1291
349,1237
350,1273
351,1231
352,1209
353,1181
354,1211
355,1128
356,1174
357,1098
358,1099
359,1161
360,1101
361,1076
362,1013
363,1061
364,1019
365,1020
366,1034
367,969
368,924
369,981
370,957
371,934
372,991
373,906
374,899
375,865
376,855
377,903
378,879
379,835
380,848
381,840
382,817
383,797
384,800
385,792
386,719
387,768
388,745
389,745
390,738
391,673
392,677
393,650
394,676
395,733
396,640
397,691
398,635
399,612
400,584
401,615
402,634
403,631
404,562
405,605
406,554
407,561
408,561
409,587
410,553
411,576
412,575
413,485
414,519
415,502
416,519
417,522
418,482
419,493
420,504
421,508
422,467
423,457
424,431
425,487
426,458
427,455
428,452
429,428
430,379
431,401
432,446
433,434
434,396
435,426
436,399
437,431
438,389
439,408
440,349
441,347
442,341
443,380
444,382
445,363
446,365
447,335
448,348
449,379
450,319
451,300
452,334
453,344
454,302
455,324
456,289
457,306
458,317
459,298
460,279
461,310
462,270
463,269
464,280
465,295
466,290
467,278
468,257
469,259
470,272
471,258
472,241
473,244
474,223
475,282
476,254
477,239
478,246
479,239
480,210
481,215
482,229
483,216
484,216
485,213
486,217
487,210
488,207
489,209
490,176
491,175
492,200
493,179
494,210
495,186
496,158
497,182
498,173
499,160
500,162
501,181
502,179
503,176
504,174
505,162
506,170
507,139
508,148
509,162
510,162
511,186
512,156
513,166
