PCS length (L),Number of PCS of Length L
0,0
1,3023812
2,2398220
3,1016821
4,574758
5,545057
6,209045
7,122631
8,150559
9,52488
10,31239
11,48419
12,15392
13,9833
14,18446
15,5900
16,3755
17,7735
18,2261
19,1587
20,3571
21,1076
22,684
23,1701
24,573
25,368
26,825
27,250
28,177
29,478
30,166
31,83
32,280
33,70
34,59
35,147
36,64
37,32
38,88
39,35
40,17
41,80
42,19
43,20
44,47
45,14
46,11
47,22
48,3
49,13
50,12
51,11
52,8
53,14
54,4
55,5
56,10
57,2
58,2
59,18
60,2
61,4
62,5
63,3
64,1
65,1
66,1
67,2
68,3
69,1
70,2
71,9
72,0
73,0
74,2
75,1
76,0
77,9
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,1
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,0
177,0
178,0
