PCS length (L),Number of PCS of Length L
0,0
1,631518
2,574089
3,625625
4,563450
5,524059
6,504015
7,514629
8,490731
9,467934
10,453297
11,433413
12,415865
13,406708
14,399342
15,395132
16,380558
17,373799
18,360419
19,368003
20,351636
21,336647
22,329451
23,322570
24,314360
25,301158
26,291169
27,287048
28,281513
29,278703
30,275882
31,270519
32,260596
33,251840
34,247111
35,243200
36,239856
37,234576
38,229421
39,226515
40,219672
41,213958
42,211693
43,208569
44,204776
45,198790
46,194203
47,195335
48,189802
49,178796
50,177236
51,176302
52,176529
53,173374
54,165407
55,162862
56,160666
57,156707
58,151531
59,148632
60,145692
61,144171
62,143095
63,140703
64,134366
65,130233
66,127681
67,125459
68,124259
69,122197
70,119317
71,116769
72,113976
73,112357
74,110940
75,108747
76,105680
77,104940
78,102706
79,102130
80,99492
81,96681
82,94784
83,92908
84,92670
85,91109
86,89248
87,88187
88,86419
89,84033
90,82090
91,80536
92,78697
93,78030
94,76424
95,75111
96,73486
97,73457
98,71817
99,70144
100,68496
101,66754
102,65734
103,64360
104,62472
105,61480
106,60719
107,60416
108,59187
109,57830
110,57060
111,56033
112,53757
113,52661
114,52171
115,51126
116,50803
117,49789
118,48771
119,48027
120,47199
121,46529
122,44964
123,44885
124,43858
125,43580
126,42626
127,42362
128,41177
129,39709
130,39314
131,39220
132,38415
133,37770
134,37017
135,35719
136,35311
137,34629
138,34715
139,34104
140,33112
141,33072
142,32237
143,31882
144,30401
145,30112
146,29364
147,28441
148,27825
149,28088
150,27667
151,26892
152,26572
153,25860
154,25660
155,24712
156,24202
157,23702
158,23242
159,23016
160,22161
161,21810
162,21182
163,21050
164,20872
165,20478
166,19951
167,19330
168,19027
169,18983
170,18478
171,18101
172,17859
173,17871
174,17811
175,16956
176,16499
177,16307
178,15988
179,15976
180,15349
181,15253
182,14854
183,14541
184,14591
185,14225
186,14058
187,13580
188,13277
189,13204
190,12766
191,12642
192,12497
193,12084
194,11915
195,11867
196,11761
197,11612
198,11262
199,11033
200,10836
201,10738
202,10471
203,10169
204,10220
205,9937
206,9856
207,9594
208,9500
209,9165
210,8950
211,8925
212,8901
213,8760
214,8399
215,8312
216,8159
217,8059
218,7864
219,7739
220,7682
221,7609
222,7435
223,7293
224,7141
225,6934
226,6857
227,6812
228,6829
229,6620
230,6562
231,6415
232,6136
233,6137
234,6049
235,5891
236,5824
237,5927
238,5544
239,5553
240,5405
241,5254
242,5235
243,5238
244,4992
245,4838
246,4926
247,4824
248,4752
249,4633
250,4526
251,4477
252,4308
253,4344
254,4236
255,4199
256,4021
257,3977
258,3886
259,3760
260,3826
261,3731
262,3712
263,3598
264,3543
265,3506
266,3380
267,3464
268,3382
269,3325
270,3177
271,3256
272,3092
273,3145
274,3112
275,3139
276,2921
277,2927
278,2882
279,2879
280,2816
281,2719
282,2844
283,2665
