PCS length (L),Number of PCS of Length L
1,75352042
2,50364227
3,32936217
4,21469589
5,14290266
6,9091386
7,6019202
8,4234645
9,2723683
10,1878113
11,1449213
12,930012
13,677913
14,584647
15,370684
16,283328
17,275930
18,172418
20,148988
19,139196
21,91544
23,88786
22,77476
26,56902
24,54120
25,46315
29,37498
27,34380
28,29879
32,25935
30,22825
31,20100
35,18401
33,16027
34,14274
38,13298
36,11453
37,10197
41,9801
39,8503
40,7588
44,7277
42,6283
43,5634
47,5567
45,4745
46,4370
50,4212
48,3748
49,3410
53,3277
51,2827
52,2779
56,2637
54,2405
59,2138
55,2134
57,1937
58,1793
62,1730
61,1497
60,1493
65,1400
64,1248
63,1245
68,1185
66,1025
67,983
71,968
70,863
69,850
74,801
72,757
77,695
73,692
75,672
76,638
80,598
79,542
78,518
83,510
81,491
82,459
84,451
86,447
85,434
87,375
89,369
88,355
90,351
91,325
92,323
95,314
94,280
93,275
102,258
98,258
101,251
96,241
99,239
97,225
104,215
100,208
107,196
106,195
103,176
112,171
105,168
110,168
109,159
108,152
115,149
113,148
111,146
114,142
116,137
117,133
119,131
124,121
118,109
121,108
122,103
126,101
120,99
131,99
125,99
127,94
128,92
129,90
123,90
137,83
133,79
130,77
134,75
142,74
140,66
146,65
136,64
139,62
144,61
132,61
147,60
135,59
138,58
152,57
150,56
153,55
141,54
156,52
145,51
158,47
151,47
143,46
148,45
171,43
162,42
159,42
149,41
164,38
165,38
168,37
166,37
154,37
169,35
160,33
161,32
157,32
180,31
170,31
174,31
167,30
163,29
189,28
182,28
173,28
155,28
175,27
172,25
188,25
178,25
183,24
190,24
176,24
177,24
193,23
179,23
181,20
184,20
185,20
187,19
186,18
195,17
210,17
209,16
198,16
207,16
217,15
194,15
192,15
201,14
196,13
222,13
215,13
200,13
202,13
203,13
224,13
212,12
247,12
213,12
219,12
223,11
211,11
191,10
199,10
235,10
228,9
237,9
226,9
216,9
206,9
197,9
221,8
243,8
227,8
205,8
231,8
232,8
240,7
234,7
257,7
238,7
272,7
233,7
229,7
220,7
252,6
225,6
204,6
218,6
310,6
208,6
278,6
214,6
249,6
267,5
269,5
273,5
277,5
296,5
265,5
248,5
311,5
239,5
297,4
364,4
290,4
280,4
301,4
304,4
275,4
321,4
270,4
344,4
268,4
300,4
298,4
236,4
244,4
230,4
251,4
255,4
250,4
245,4
242,4
241,4
263,4
308,3
323,3
286,3
302,3
299,3
312,3
335,3
264,3
294,3
266,3
262,3
271,3
285,3
356,3
279,3
256,3
349,2
393,2
472,2
428,2
322,2
410,2
397,2
324,2
326,2
388,2
347,2
332,2
376,2
362,2
338,2
343,2
316,2
320,2
336,2
276,2
246,2
293,2
295,2
253,2
284,2
254,2
283,2
291,2
282,2
274,2
313,2
414,1
402,1
417,1
399,1
426,1
259,1
427,1
394,1
260,1
442,1
443,1
447,1
415,1
315,1
448,1
389,1
731,1
613,1
600,1
549,1
524,1
513,1
504,1
497,1
496,1
489,1
261,1
468,1
463,1
461,1
458,1
457,1
374,1
258,1
328,1
339,1
337,1
770,1
331,1
330,1
329,1
327,1
385,1
325,1
305,1
306,1
309,1
314,1
319,1
340,1
341,1
342,1
345,1
346,1
289,1
348,1
288,1
355,1
358,1
361,1
363,1
373,1
317,1
281,1
377,1
380,1
779,1
