PCS length (L),Number of PCS of Length L
0,0
1,29510111
2,18604755
3,10503380
4,6226000
5,4137655
6,2249441
7,1457319
8,1172969
9,644123
10,455113
11,450160
12,244268
13,187081
14,210447
15,112484
16,91597
17,111318
18,60150
19,49919
20,63673
21,34695
22,29715
23,38463
24,21128
25,18262
26,24073
27,13765
28,12069
29,15583
30,9256
31,8396
32,10640
33,6595
34,5999
35,7253
36,4818
37,4196
38,5351
39,3525
40,3269
41,3811
42,2665
43,2518
44,2966
45,2038
46,1980
47,2302
48,1608
49,1556
50,1743
51,1333
52,1281
53,1386
54,1073
55,1040
56,1049
57,877
58,838
59,937
60,771
61,687
62,754
63,617
64,600
65,603
66,492
67,532
68,513
69,431
70,443
71,417
72,394
73,394
74,368
75,365
76,331
77,340
78,291
79,287
80,300
81,247
82,247
83,242
84,215
85,242
86,252
87,242
88,204
89,207
90,183
91,181
92,189
93,151
94,160
95,160
96,148
97,145
98,151
99,132
100,109
101,147
102,115
103,120
104,122
105,100
106,81
107,112
108,84
109,111
110,100
111,82
112,87
113,80
114,82
115,91
116,70
117,88
118,72
119,69
120,68
121,74
122,73
123,67
124,77
125,60
126,62
127,59
128,48
129,55
130,41
131,52
132,42
133,45
134,53
135,49
136,51
137,44
138,41
139,31
140,37
141,38
142,40
143,32
144,44
145,35
146,41
147,42
148,33
149,30
150,31
151,35
152,31
153,28
154,35
155,33
156,35
157,28
158,32
159,31
160,19
161,26
162,25
163,18
164,20
165,25
166,24
167,22
168,20
169,19
170,26
171,27
172,10
173,24
174,22
175,25
176,18
177,23
178,17
179,18
180,11
181,19
182,16
183,19
184,11
185,22
186,9
187,14
188,10
189,12
190,9
191,18
192,11
193,18
194,15
195,12
196,9
197,9
198,8
199,16
200,10
201,8
202,10
203,16
204,10
205,6
206,10
207,3
208,14
209,13
210,13
211,6
212,10
213,6
214,11
215,10
216,6
217,6
218,6
219,8
220,10
221,4
222,5
223,12
224,9
225,9
226,3
227,11
228,12
229,9
230,8
231,7
232,5
233,7
234,5
235,5
236,13
237,4
238,9
239,8
240,6
241,4
242,7
243,4
244,6
245,5
246,3
247,7
248,7
249,5
250,5
251,7
252,2
253,1
254,6
255,6
256,2
257,2
258,3
259,3
260,4
261,5
262,2
263,2
264,4
265,1
266,4
267,1
268,5
269,3
270,6
271,4
272,5
273,2
274,4
275,6
276,5
277,2
278,6
279,2
280,2
281,6
282,1
283,0
284,1
285,1
286,2
287,2
288,3
289,3
290,1
291,1
292,0
293,1
294,1
295,1
296,1
297,4
298,0
299,2
300,7
301,6
302,2
303,0
304,4
305,3
306,0
307,0
308,0
309,0
310,1
311,1
312,2
313,1
314,0
315,0
316,4
317,2
318,0
319,1
320,1
321,3
322,2
323,1
324,2
325,3
326,1
327,5
328,3
329,0
330,0
331,2
332,1
333,0
334,2
335,1
336,1
337,1
338,2
339,1
340,3
341,0
342,1
343,0
344,2
345,0
346,1
347,1
348,0
349,1
350,0
351,2
352,0
353,2
354,0
355,0
356,1
357,1
358,0
359,1
360,0
361,1
362,0
363,0
364,2
365,0
366,0
367,0
368,1
369,2
370,1
371,1
372,0
373,0
374,1
375,0
376,0
377,0
378,1
379,0
380,0
381,1
382,1
383,1
384,1
385,1
386,0
387,2
388,0
389,2
390,0
391,0
392,0
393,0
394,0
395,4
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,1
410,0
411,0
412,1
413,1
414,0
415,1
416,0
417,1
418,0
419,0
420,2
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,1
438,0
439,2
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,1
474,0
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,1
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,1
582,0
583,0
584,0
585,1
586,0
587,1
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,1
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,1
654,0
655,0
656,0
657,0
